taxid	organism_name	kingdom	source	accession	assembly_level	release_date	has_annotation	country	protein_coding_genes	scaffold_n50_kb	total_length_mb	fasta_type	busco_lineage	selection_rank	selection_reason
326644	Daldinia caldariorum	fungal	order_sweep	GCA_022478825.1	Scaffold	2022-03-03	True	Mexico	10402	1440	35.6	cds	ascomycota_odb10	2	quality_fill
326645	Daldinia childiae	fungal	order_sweep	GCF_008694065.1	Scaffold	2019-09-25	True	South Korea	9567	3266	38.7	cds	ascomycota_odb10	1	best_quality
326645	Daldinia childiae	fungal	order_sweep	GCA_008694065.1	Scaffold	2019-09-25	True	South Korea	9567	3266	38.7	cds	ascomycota_odb10	2	quality_fill
326647	Daldinia decipiens	fungal	order_sweep	GCF_022478715.1	Scaffold	2022-03-03	True		10735	791	35.3	cds	ascomycota_odb10	1	best_quality
326647	Daldinia decipiens	fungal	order_sweep	GCA_022478715.1	Scaffold	2022-03-03	True		10742	791	35.3	cds	ascomycota_odb10	2	quality_fill
292717	Daldinia eschscholtzii	fungal	order_sweep	GCA_022478725.1	Scaffold	2022-03-03	True	USA	11046	484	36.8	cds	ascomycota_odb10	1	best_quality
103429	Daldinia loculata	fungal	order_sweep	GCF_022478755.1	Scaffold	2022-03-03	True	Norway	10825	439	37.8	cds	ascomycota_odb10	1	best_quality
103429	Daldinia loculata	fungal	order_sweep	GCA_022478755.1	Scaffold	2022-03-03	True	Norway	10825	439	37.8	cds	ascomycota_odb10	2	quality_fill
1001832	Daldinia sp. EC12	fungal	order_sweep	GCA_002120325.1	Scaffold	2017-05-11	True		11161	889	37.6	cds	ascomycota_odb10	1	best_quality
2614575	Daldinia sp. FL1419	fungal	order_sweep	GCA_025201765.1	Scaffold	2022-09-08	True	USA	10475	192	42.6	cds	ascomycota_odb10	1	best_quality
114800	Daldinia vernicosa	fungal	order_sweep	GCF_022497035.1	Scaffold	2022-02-28	True	Netherlands	10670	552	35.8	cds	ascomycota_odb10	1	best_quality
114800	Daldinia vernicosa	fungal	order_sweep	GCA_022497035.1	Scaffold	2022-02-28	True	Netherlands	10671	552	35.8	cds	ascomycota_odb10	2	quality_fill
184978	Decorospora gaudefroyi	fungal	order_sweep	GCA_010015605.1	Scaffold	2020-01-29	True		11835	150	30.6	cds	ascomycota_odb10	1	best_quality
1504671	Delitschia confertaspora	fungal	order_sweep	GCA_010093945.1	Scaffold	2020-01-31	True		10171	69	31.2	cds	ascomycota_odb10	1	best_quality
1314803	Dendrothele bispora	fungal	order_sweep	GCA_004369135.1	Scaffold	2019-03-25	True		33636	118	130.7	cds	ascomycota_odb10	1	best_quality
205917	Dentipellis fragilis	fungal	order_sweep	GCA_004679275.1	Scaffold	2019-04-05	True	Germany	11717	28	32.2	cds	ascomycota_odb10	1	best_quality
1883078	Dentipellis sp. KUC8613	fungal	order_sweep	GCA_002286715.1	Scaffold	2017-09-06	True		14316	478	36.7	cds	ascomycota_odb10	1	best_quality
1214573	Diaporthe ampelina	fungal	order_sweep	GCA_001006365.1	Scaffold	2015-05-13	True	USA	10704	132	47.3	cds	ascomycota_odb10	1	best_quality
1214568	Diaporthe amygdali	fungal	order_sweep	GCF_026229845.1	Scaffold	2022-11-17	True	Portugal	15635	1008	51.5	cds	ascomycota_odb10	1	best_quality
1214568	Diaporthe amygdali	fungal	order_sweep	GCA_026229845.1	Scaffold	2022-11-17	True	Portugal	15636	1008	51.5	cds	ascomycota_odb10	2	quality_fill
127596	Diaporthe australafricana	fungal	order_sweep	GCA_042257625.1	Scaffold	2024-09-25	True	South Africa	14404	251	50.8	cds	ascomycota_odb10	1	best_quality
83184	Diaporthe eres	fungal	order_sweep	GCA_024867555.1	Scaffold	2022-09-02	True	Portugal	16338	170	60.8	cds	ascomycota_odb10	1	best_quality
83184	Diaporthe eres	fungal	order_sweep	GCA_022570805.2	Scaffold	2024-04-12	True	Canada	14067	353	61.2	cds	ascomycota_odb10	2	new_country:Canada
158607	Diaporthe helianthi	fungal	order_sweep	GCA_001702395.2	Scaffold	2018-02-06	True	France	13139	20	63.7	cds	ascomycota_odb10	1	best_quality
2419934	Diaporthe ilicicola	fungal	order_sweep	GCA_023242295.1	Scaffold	2022-05-05	True	USA	12061	156	65.2	cds	ascomycota_odb10	1	best_quality
117547	Diatrype stigma	fungal	order_sweep	GCA_022225965.2	Scaffold	2024-04-12	True	Canada	11292	404	49.2	cds	ascomycota_odb10	1	best_quality
100019	Didymella exigua	fungal	order_sweep	GCF_010094145.1	Scaffold	2020-01-31	True		12355	837	34.4	cds	ascomycota_odb10	1	best_quality
100019	Didymella exigua	fungal	order_sweep	GCA_010094145.1	Scaffold	2020-01-31	True		12361	837	34.4	cds	ascomycota_odb10	2	quality_fill
1769908	Didymella heteroderae	fungal	order_sweep	GCA_011058895.1	Scaffold	2020-03-03	True	Brazil	11640	317	37.1	cds	ascomycota_odb10	1	best_quality
2301244	Didymella keratinophila	fungal	order_sweep	GCA_011058865.1	Scaffold	2020-03-03	True	Brazil	11880	158	36.2	cds	ascomycota_odb10	1	best_quality
749634	Didymella pomorum	fungal	order_sweep	GCA_022225945.2	Scaffold	2024-08-22	True	Canada	10116	469	35.4	cds	ascomycota_odb10	1	best_quality
2795749	Diplocarpon coronariae	fungal	order_sweep	GCA_002204255.1	Scaffold	2017-06-21	True	China	9355	231	50.3	cds	ascomycota_odb10	1	best_quality
946123	Diplocarpon mali	fungal	order_sweep	GCA_024741835.1	Scaffold	2022-08-23	True	China	9663	117	51.7	cds	ascomycota_odb10	1	best_quality
946125	Diplocarpon rosae	fungal	order_sweep	GCA_002317995.1	Scaffold	2017-09-20	True	Germany	13761	239	67.8	cds	ascomycota_odb10	1	best_quality
236234	Diplodia corticola	fungal	order_sweep	GCF_001883845.1	Scaffold	2016-11-18	True	Portugal	10831	455	35.0	cds	ascomycota_odb10	1	best_quality
236234	Diplodia corticola	fungal	order_sweep	GCA_001883845.1	Scaffold	2016-11-18	True	Portugal	10839	455	35.0	cds	ascomycota_odb10	2	quality_fill
856260	Diplodia intermedia	fungal	order_sweep	GCA_021495925.2	Scaffold	2024-08-22	True	Canada	11222	313	38.1	cds	ascomycota_odb10	1	best_quality
66738	Diplodia sapinea	fungal	order_sweep	GCA_056582465.1	Complete Genome	2026-04-03	True	USA	11770	2851	38.1	cds	ascomycota_odb10	1	best_quality
66738	Diplodia sapinea	fungal	order_sweep	GCA_056582485.1	Chromosome	2026-04-03	True	Sweden	11609	2860	38.4	cds	ascomycota_odb10	2	new_country:Sweden
420778	Diplodia seriata	fungal	order_sweep	GCA_021436965.2	Scaffold	2024-08-22	True	Canada	10624	539	37.0	cds	ascomycota_odb10	1	best_quality
420778	Diplodia seriata	fungal	order_sweep	GCA_001975905.1	Scaffold	2017-01-31	True	France	8050	2905	37.3	cds	ascomycota_odb10	2	new_country:France; new_year_bin:2015
420778	Diplodia seriata	fungal	order_sweep	GCA_001006355.1	Scaffold	2015-05-13	True	USA	9343	304	37.1	cds	ascomycota_odb10	3	new_country:USA
148313	Discula destructiva	fungal	order_sweep	GCA_965644035.1	Complete Genome	2025-11-07	True	USA	10373	5597	46.7	cds	ascomycota_odb10	1	best_quality
112489	Dissoconium aciculare	fungal	order_sweep	GCF_010015565.1	Scaffold	2020-01-29	True		10293	1777	26.5	cds	ascomycota_odb10	1	best_quality
112489	Dissoconium aciculare	fungal	order_sweep	GCA_010015565.1	Scaffold	2020-01-29	True		10293	1777	26.5	cds	ascomycota_odb10	2	quality_fill
548649	Dothidotthia symphoricarpi	fungal	order_sweep	GCF_010015815.1	Scaffold	2020-01-29	True		11704	1358	34.4	cds	ascomycota_odb10	1	best_quality
548649	Dothidotthia symphoricarpi	fungal	order_sweep	GCA_010015815.1	Scaffold	2020-01-29	True		11788	1358	34.4	cds	ascomycota_odb10	2	quality_fill
98403	Drechmeria coniospora	fungal	order_sweep	GCF_001625195.1	Chromosome	2016-04-24	True	Sweden	8236	10204	32.8	cds	ascomycota_odb10	1	best_quality
98403	Drechmeria coniospora	fungal	order_sweep	GCA_001618945.2	Chromosome	2022-01-12	True	Sweden	8721	11617	31.8	cds	ascomycota_odb10	2	new_year_bin:2020
98403	Drechmeria coniospora	fungal	order_sweep	GCA_001625195.1	Chromosome	2016-04-24	True	Sweden	8236	10204	32.8	cds	ascomycota_odb10	3	quality_fill
698440	Drepanopeziza brunnea	fungal	order_sweep	GCF_000298775.1	Scaffold	2012-09-26	True		10025	1600	51.9	cds	ascomycota_odb10	1	best_quality
698440	Drepanopeziza brunnea	fungal	order_sweep	GCA_000298775.1	Scaffold	2012-09-26	True		10027	1600	51.9	cds	ascomycota_odb10	2	quality_fill
519963	Elaphomyces granulatus	fungal	order_sweep	GCA_002240705.1	Scaffold	2017-08-04	True	USA	7171	12	54.2	cds	ascomycota_odb10	1	best_quality
574655	Elasticomyces elasticus	fungal	order_sweep	GCA_036872715.1	Scaffold	2024-02-26	True	Antarctica	28009	155	70.7	cds	ascomycota_odb10	1	best_quality
574655	Elasticomyces elasticus	fungal	order_sweep	GCA_036320705.1	Scaffold	2024-01-31	True	India	27707	96	70.6	cds	ascomycota_odb10	2	new_country:India
574655	Elasticomyces elasticus	fungal	order_sweep	GCA_035926115.1	Scaffold	2024-01-22	True	Italy	24152	597	59.8	cds	ascomycota_odb10	3	new_country:Italy
574655	Elasticomyces elasticus	fungal	order_sweep	GCA_036320685.1	Scaffold	2024-01-31	True	Argentina	13204	1263	31.8	cds	ascomycota_odb10	4	new_country:Argentina
1805848	Emarellia grisea	fungal	order_sweep	GCA_049307695.1	Scaffold	2025-04-04	True	India	9048	128	28.2	cds	ascomycota_odb10	1	best_quality
2614577	Emericellopsis atlantica	fungal	order_sweep	GCF_019669845.1	Scaffold	2021-08-18	True	Atlantic Ocean	9962	758	27.3	cds	ascomycota_odb10	1	best_quality
2614577	Emericellopsis atlantica	fungal	order_sweep	GCA_019669845.1	Scaffold	2021-08-18	True	Atlantic Ocean	9964	758	27.3	cds	ascomycota_odb10	2	quality_fill
2686198	Emericellopsis cladophorae	fungal	order_sweep	GCF_022114955.1	Scaffold	2022-08-29	True	Portugal	8523	316	26.9	cds	ascomycota_odb10	1	best_quality
2686198	Emericellopsis cladophorae	fungal	order_sweep	GCA_022114955.2	Scaffold	2022-08-29	True	Portugal	8523	316	26.9	cds	ascomycota_odb10	2	quality_fill
79588	Epichloe bromicola	fungal	order_sweep	GCA_041154705.1	Scaffold	2024-06-14	True	Japan	7556	48	27.3	cds	ascomycota_odb10	1	best_quality
79588	Epichloe bromicola	fungal	order_sweep	GCA_041154725.1	Scaffold	2024-06-14	True	Japan	7637	46	28.0	cds	ascomycota_odb10	2	quality_fill
105696	Epicoccum nigrum	fungal	order_sweep	GCA_019721275.1	Scaffold	2021-08-20	True	USA	10313	278	33.2	cds	ascomycota_odb10	1	best_quality
105696	Epicoccum nigrum	fungal	order_sweep	GCA_002116315.1	Scaffold	2017-05-01	True	New Zealand	12025	1371	34.7	cds	ascomycota_odb10	2	new_country:New Zealand; new_year_bin:2015
52586	Erysiphe necator	fungal	order_sweep	GCA_024703715.1	Chromosome	2022-08-25	True	USA	7146	7982	80.9	cds	ascomycota_odb10	1	best_quality
52586	Erysiphe necator	fungal	order_sweep	GCA_000798715.1	Scaffold	2014-12-08	True	USA	6484	21	52.5	cds	ascomycota_odb10	2	new_year_bin:2010
212602	Erysiphe neolycopersici	fungal	order_sweep	GCA_003610855.1	Scaffold	2018-10-03	True	USA	6851	7	42.0	cds	ascomycota_odb10	1	best_quality
225359	Erysiphe pulchra	fungal	order_sweep	GCA_002918395.1	Scaffold	2018-02-06	True	USA	6859	12	63.5	cds	ascomycota_odb10	1	best_quality
150374	Escovopsis weberi	fungal	order_sweep	GCA_001278495.1	Scaffold	2015-09-02	True	Panama	6870	2576	27.2	cds	ascomycota_odb10	1	best_quality
97096	Eutypa lata	fungal	order_sweep	GCF_000349385.1	Scaffold	2013-03-28	True		11685	68	54.0	cds	ascomycota_odb10	1	best_quality
97096	Eutypa lata	fungal	order_sweep	GCA_000349385.1	Scaffold	2013-03-28	True		11685	68	54.0	cds	ascomycota_odb10	2	quality_fill
702011	Extremus antarcticus	fungal	order_sweep	GCA_033117895.1	Scaffold	2023-10-30	True	Antarctica	12873	396	33.0	cds	ascomycota_odb10	1	best_quality
40457	Fistulina hepatica	fungal	order_sweep	GCA_000934395.1	Scaffold	2015-02-26	True		11244	350	33.8	cds	ascomycota_odb10	1	best_quality
329885	Friedmanniomyces endolithicus	fungal	order_sweep	GCA_030412055.1	Scaffold	2023-07-06	True	Antarctica	38469	64	75.8	cds	ascomycota_odb10	1	best_quality
329885	Friedmanniomyces endolithicus	fungal	order_sweep	GCA_005059855.1	Scaffold	2019-05-02	True	Antarctica	18027	383	46.7	cds	ascomycota_odb10	2	new_year_bin:2015
329885	Friedmanniomyces endolithicus	fungal	order_sweep	GCA_030553325.1	Scaffold	2023-07-31	True	Antarctica	25689	173	64.6	cds	ascomycota_odb10	3	quality_fill
329885	Friedmanniomyces endolithicus	fungal	order_sweep	GCA_030553385.1	Scaffold	2023-07-31	True	Antarctica	26034	153	66.2	cds	ascomycota_odb10	4	quality_fill
329884	Friedmanniomyces simplex	fungal	order_sweep	GCA_005059865.1	Scaffold	2019-05-02	True	Antarctica	13766	30	37.8	cds	ascomycota_odb10	1	best_quality
5515	Fusarium acuminatum	fungal	order_sweep	GCA_038181435.1	Complete Genome	2024-04-15	True	China	11342	6113	46.7	cds	ascomycota_odb10	1	best_quality
78861	Fusarium acutatum	fungal	order_sweep	GCA_012932015.1	Scaffold	2020-04-29	True		14081	116	43.3	cds	ascomycota_odb10	1	best_quality
1803897	Fusarium agapanthi	fungal	order_sweep	GCA_001654555.2	Scaffold	2020-04-29	True	Italy	13310	43	41.3	cds	ascomycota_odb10	1	best_quality
2698982	Fusarium akasia	fungal	order_sweep	GCA_057674905.1	Scaffold	2026-05-21	True	Indonesia	15245	420	49.9	cds	ascomycota_odb10	1	best_quality
2698982	Fusarium akasia	fungal	order_sweep	GCA_057674945.1	Scaffold	2026-05-21	True	Indonesia	14747	383	51.0	cds	ascomycota_odb10	2	quality_fill
1237068	Fusarium albosuccineum	fungal	order_sweep	GCA_012931995.1	Scaffold	2020-04-29	True	Venezuela	17169	23	50.9	cds	ascomycota_odb10	1	best_quality
131363	Fusarium ambrosium	fungal	order_sweep	GCA_057676225.1	Scaffold	2026-05-21	True	India	15363	750	51.7	cds	ascomycota_odb10	1	best_quality
131363	Fusarium ambrosium	fungal	order_sweep	GCA_057676205.1	Scaffold	2026-05-21	True	Sri Lanka	14896	253	47.9	cds	ascomycota_odb10	2	new_country:Sri Lanka
131363	Fusarium ambrosium	fungal	order_sweep	GCA_003947045.1	Scaffold	2018-12-14	True	India	17262	122	49.0	cds	ascomycota_odb10	3	new_year_bin:2015
131363	Fusarium ambrosium	fungal	order_sweep	GCA_057676125.1	Scaffold	2026-05-21	True	India	15264	196	48.5	cds	ascomycota_odb10	4	quality_fill
48484	Fusarium annulatum	fungal	order_sweep	GCA_022627115.1	Scaffold	2022-03-18	True	Viet Nam	12880	1803	44.2	cds	ascomycota_odb10	1	best_quality
48485	Fusarium anthophilum	fungal	order_sweep	GCA_013364935.1	Scaffold	2020-06-19	True	Germany	14797	125	45.8	cds	ascomycota_odb10	1	best_quality
2364996	Fusarium austroafricanum	fungal	order_sweep	GCA_012932025.1	Scaffold	2020-04-29	True	South Africa	14502	86	45.7	cds	ascomycota_odb10	1	best_quality
282268	Fusarium austroamericanum	fungal	order_sweep	GCA_013364965.1	Scaffold	2020-06-19	True	Brazil	11984	109	36.8	cds	ascomycota_odb10	1	best_quality
2698983	Fusarium awan	fungal	order_sweep	GCA_057674825.1	Scaffold	2026-05-21	True	Indonesia	10048	278	53.0	cds	ascomycota_odb10	1	best_quality
2698983	Fusarium awan	fungal	order_sweep	GCA_057674865.1	Scaffold	2026-05-21	True	Indonesia	9904	282	53.6	cds	ascomycota_odb10	2	quality_fill
44412	Fusarium beomiforme	fungal	order_sweep	GCA_002980475.2	Scaffold	2020-04-27	True	New Caledonia	14521	77	46.5	cds	ascomycota_odb10	1	best_quality
79018	Fusarium bulbicola	fungal	order_sweep	GCA_013758895.1	Scaffold	2020-07-27	True	Germany	14231	55	43.6	cds	ascomycota_odb10	1	best_quality
1715230	Fusarium cf. solani	fungal	order_sweep	GCA_057675645.1	Scaffold	2026-05-21	True	Taiwan	15026	548	50.2	cds	ascomycota_odb10	1	best_quality
1715230	Fusarium cf. solani	fungal	order_sweep	GCA_057674545.1	Scaffold	2026-05-21	True	USA	13587	353	48.1	cds	ascomycota_odb10	2	new_country:USA
1715230	Fusarium cf. solani	fungal	order_sweep	GCA_057674555.1	Scaffold	2026-05-21	True	Costa Rica	13371	436	46.1	cds	ascomycota_odb10	3	new_country:Costa Rica
1715230	Fusarium cf. solani	fungal	order_sweep	GCA_057675865.1	Scaffold	2026-05-21	True	Taiwan	15264	604	49.8	cds	ascomycota_odb10	4	quality_fill
2885761	Fusarium chuoi	fungal	order_sweep	GCA_022627125.1	Scaffold	2022-03-18	True	Viet Nam	13380	1615	45.4	cds	ascomycota_odb10	1	best_quality
2885761	Fusarium chuoi	fungal	order_sweep	GCA_022627105.1	Scaffold	2022-03-18	True	Viet Nam	14313	215	44.4	cds	ascomycota_odb10	2	quality_fill
1567539	Fusarium coicis	fungal	order_sweep	GCA_013781345.1	Scaffold	2020-07-27	True	Australia	13908	83	42.7	cds	ascomycota_odb10	1	best_quality
57161	Fusarium decemcellulare	fungal	order_sweep	GCA_027627305.1	Scaffold	2023-01-10	True	Viet Nam	17201	13	50.5	cds	ascomycota_odb10	1	best_quality
57161	Fusarium decemcellulare	fungal	order_sweep	GCA_013266205.1	Scaffold	2020-06-03	True	Dominican Republic	18126	35	53.7	cds	ascomycota_odb10	2	new_country:Dominican Republic
48507	Fusarium denticulatum	fungal	order_sweep	GCA_013396175.1	Scaffold	2020-07-10	True	USA	14097	109	43.2	cds	ascomycota_odb10	1	best_quality
2951361	Fusarium drepaniforme	fungal	order_sweep	GCA_057676085.1	Scaffold	2026-05-21	True	Singapore	15095	356	48.5	cds	ascomycota_odb10	1	best_quality
1325734	Fusarium duplospermum	fungal	order_sweep	GCA_057674645.1	Scaffold	2026-05-21	True	USA	15936	342	47.7	cds	ascomycota_odb10	1	best_quality
1325734	Fusarium duplospermum	fungal	order_sweep	GCA_003946985.1	Scaffold	2018-12-14	True	USA	16263	168	47.5	cds	ascomycota_odb10	2	new_year_bin:2015
1325734	Fusarium duplospermum	fungal	order_sweep	GCA_057674665.1	Scaffold	2026-05-21	True	USA	16083	342	48.5	cds	ascomycota_odb10	3	quality_fill
61235	Fusarium equiseti	fungal	order_sweep	GCA_027945365.1	Scaffold	2023-01-24	True	USA	11882	1904	37.1	cds	ascomycota_odb10	1	best_quality
61235	Fusarium equiseti	fungal	order_sweep	GCA_910393935.1	Scaffold	2021-07-07	True	Kenya	12311	610	37.9	cds	ascomycota_odb10	2	new_country:Kenya
1147111	Fusarium euwallaceae	fungal	order_sweep	GCA_057674965.1	Scaffold	2026-05-21	True	Israel	16269	570	51.7	cds	ascomycota_odb10	1	best_quality
1147111	Fusarium euwallaceae	fungal	order_sweep	GCA_057675025.1	Scaffold	2026-05-21	True	Israel	16297	502	49.7	cds	ascomycota_odb10	2	quality_fill
1147111	Fusarium euwallaceae	fungal	order_sweep	GCA_057675505.1	Scaffold	2026-05-21	True	Israel	17238	544	50.5	cds	ascomycota_odb10	3	quality_fill
1147111	Fusarium euwallaceae	fungal	order_sweep	GCA_057675525.1	Scaffold	2026-05-21	True	Israel	16413	519	51.7	cds	ascomycota_odb10	4	quality_fill
195108	Fusarium falciforme	fungal	order_sweep	GCA_027945495.1	Scaffold	2023-01-24	True	USA	15535	504	56.5	cds	ascomycota_odb10	1	best_quality
195108	Fusarium falciforme	fungal	order_sweep	GCF_026873545.1	Complete Genome	2022-12-13	True	Malaysia	14574	3876	53.6	cds	ascomycota_odb10	2	new_country:Malaysia
195108	Fusarium falciforme	fungal	order_sweep	GCA_026873545.1	Complete Genome	2022-12-13	True	Malaysia	14574	3876	53.6	cds	ascomycota_odb10	3	quality_fill
195108	Fusarium falciforme	fungal	order_sweep	GCA_027945505.1	Scaffold	2023-01-24	True	USA	14679	664	54.3	cds	ascomycota_odb10	4	quality_fill
2675880	Fusarium flagelliforme	fungal	order_sweep	GCA_003012295.1	Scaffold	2018-03-20	True	USA	13046	113	39.6	cds	ascomycota_odb10	1	best_quality
1325733	Fusarium floridanum	fungal	order_sweep	GCA_057675205.1	Scaffold	2026-05-21	True	USA	15615	299	48.3	cds	ascomycota_odb10	1	best_quality
1325733	Fusarium floridanum	fungal	order_sweep	GCA_003947005.1	Scaffold	2018-12-14	True	USA	16762	60	47.4	cds	ascomycota_odb10	2	new_year_bin:2015
1325733	Fusarium floridanum	fungal	order_sweep	GCA_057675325.1	Scaffold	2026-05-21	True	USA	15530	265	47.9	cds	ascomycota_odb10	3	quality_fill
1325733	Fusarium floridanum	fungal	order_sweep	GCA_057675345.1	Scaffold	2026-05-21	True	USA	14976	306	48.3	cds	ascomycota_odb10	4	quality_fill
282569	Fusarium gaditjirri	fungal	order_sweep	GCA_013266175.1	Scaffold	2020-06-03	True	Australia	13454	134	41.9	cds	ascomycota_odb10	1	best_quality
78864	Fusarium globosum	fungal	order_sweep	GCA_013396165.1	Scaffold	2020-07-10	True	South Africa	14590	71	44.6	cds	ascomycota_odb10	1	best_quality
86546	Fusarium graminum	fungal	order_sweep	GCA_013266165.1	Scaffold	2020-06-03	True	Ethiopia	11163	86	35.0	cds	ascomycota_odb10	1	best_quality
42747	Fusarium heterosporum	fungal	order_sweep	GCA_013396295.1	Scaffold	2020-07-10	True	Netherlands	11332	176	35.7	cds	ascomycota_odb10	1	best_quality
2494466	Fusarium irregulare	fungal	order_sweep	GCA_027945245.1	Scaffold	2023-01-24	True	USA	12532	1636	38.2	cds	ascomycota_odb10	1	best_quality
2494466	Fusarium irregulare	fungal	order_sweep	GCA_027945235.1	Scaffold	2023-01-24	True	USA	12175	1636	37.9	cds	ascomycota_odb10	2	quality_fill
1328300	Fusarium keratoplasticum	fungal	order_sweep	GCF_025433545.1	Chromosome	2022-10-03	True	Malaysia	14423	4213	49.5	cds	ascomycota_odb10	1	best_quality
1328300	Fusarium keratoplasticum	fungal	order_sweep	GCA_025433555.1	Chromosome	2022-10-03	True	Taiwan	14406	3499	53.5	cds	ascomycota_odb10	2	new_country:Taiwan
1328300	Fusarium keratoplasticum	fungal	order_sweep	GCA_025433545.1	Chromosome	2022-10-03	True	Malaysia	14424	4213	49.5	cds	ascomycota_odb10	3	quality_fill
2010991	Fusarium kuroshium	fungal	order_sweep	GCA_057675985.1	Scaffold	2026-05-21	True	USA	15521	444	48.6	cds	ascomycota_odb10	1	best_quality
2010991	Fusarium kuroshium	fungal	order_sweep	GCA_003698175.1	Scaffold	2018-10-30	True	USA	16485	91	46.6	cds	ascomycota_odb10	2	new_year_bin:2015
179993	Fusarium langsethiae	fungal	order_sweep	GCA_022180325.1	Scaffold	2022-01-05	True	Russia	12513	76	38.4	cds	ascomycota_odb10	1	best_quality
179993	Fusarium langsethiae	fungal	order_sweep	GCA_001292635.1	Scaffold	2015-09-16	True	Norway	11940	87	37.5	cds	ascomycota_odb10	2	new_country:Norway; new_year_bin:2015
179993	Fusarium langsethiae	fungal	order_sweep	GCA_022180345.1	Scaffold	2022-01-05	True	Russia	12456	79	38.3	cds	ascomycota_odb10	3	quality_fill
5523	Fusarium lateritium	fungal	order_sweep	GCA_052570515.1	Scaffold	2025-09-12	True	United Kingdom	11977	2985	37.6	cds	ascomycota_odb10	1	best_quality
5523	Fusarium lateritium	fungal	order_sweep	GCA_052570155.1	Scaffold	2025-09-12	True	Ethiopia	13405	594	44.5	cds	ascomycota_odb10	2	new_country:Ethiopia
5523	Fusarium lateritium	fungal	order_sweep	GCA_052570355.1	Scaffold	2025-09-12	True	Chile	12078	354	39.2	cds	ascomycota_odb10	3	new_country:Chile
5523	Fusarium lateritium	fungal	order_sweep	GCA_052570455.1	Scaffold	2025-09-12	True	Switzerland	12244	501	37.8	cds	ascomycota_odb10	4	new_country:Switzerland
694270	Fusarium longipes	fungal	order_sweep	GCA_003012285.1	Scaffold	2018-03-20	True	USA	11421	144	35.3	cds	ascomycota_odb10	1	best_quality
192010	Fusarium mangiferae	fungal	order_sweep	GCF_900044065.1	Scaffold	2016-12-06	True		15796	2537	46.3	cds	ascomycota_odb10	1	best_quality
192010	Fusarium mangiferae	fungal	order_sweep	GCA_900044065.1	Scaffold	2016-12-06	True		15804	2537	46.3	cds	ascomycota_odb10	2	quality_fill
2951228	Fusarium mekan	fungal	order_sweep	GCA_057675485.1	Scaffold	2026-05-21	True	Indonesia	15388	416	50.5	cds	ascomycota_odb10	1	best_quality
2951228	Fusarium mekan	fungal	order_sweep	GCA_057674785.1	Scaffold	2026-05-21	True	Indonesia	14581	678	50.5	cds	ascomycota_odb10	2	quality_fill
751941	Fusarium mexicanum	fungal	order_sweep	GCA_013396015.1	Scaffold	2020-07-10	True	Mexico	14387	147	44.0	cds	ascomycota_odb10	1	best_quality
1567541	Fusarium mundagurra	fungal	order_sweep	GCA_013396205.1	Scaffold	2020-07-10	True	Australia	15666	113	49.1	cds	ascomycota_odb10	1	best_quality
1042133	Fusarium musae	fungal	order_sweep	GCF_019915245.1	Chromosome	2021-09-09	True	Dominican Republic	13672	4357	44.0	cds	ascomycota_odb10	1	best_quality
1042133	Fusarium musae	fungal	order_sweep	GCA_019915245.1	Chromosome	2021-09-09	True	Dominican Republic	13673	4357	44.0	cds	ascomycota_odb10	2	quality_fill
42672	Fusarium napiforme	fungal	order_sweep	GCA_013396005.1	Scaffold	2020-07-10	True	South Africa	13896	78	42.1	cds	ascomycota_odb10	1	best_quality
1053271	Fusarium nematophilum	fungal	order_sweep	GCA_054098485.1	Scaffold	2025-12-19	True	China	17093	151	53.1	cds	ascomycota_odb10	1	best_quality
42673	Fusarium nygamai	fungal	order_sweep	GCA_002894225.1	Scaffold	2018-01-22	True	Australia	16019	382	50.2	cds	ascomycota_odb10	1	best_quality
1325738	Fusarium obliquiseptatum	fungal	order_sweep	GCA_057674705.1	Scaffold	2026-05-21	True	Australia	14297	316	47.7	cds	ascomycota_odb10	1	best_quality
1325738	Fusarium obliquiseptatum	fungal	order_sweep	GCA_057675085.1	Scaffold	2026-05-21	True	Australia	13886	71	46.3	cds	ascomycota_odb10	2	quality_fill
2604345	Fusarium oligoseptatum	fungal	order_sweep	GCA_057675185.1	Scaffold	2026-05-21	True	USA	16341	326	49.9	cds	ascomycota_odb10	1	best_quality
2604345	Fusarium oligoseptatum	fungal	order_sweep	GCA_003946995.1	Scaffold	2018-12-14	True	USA	17740	158	48.7	cds	ascomycota_odb10	2	new_year_bin:2015
2951362	Fusarium papillatum	fungal	order_sweep	GCA_057676005.1	Scaffold	2026-05-21	True	Sri Lanka	14774	293	49.2	cds	ascomycota_odb10	1	best_quality
2951362	Fusarium papillatum	fungal	order_sweep	GCA_057676105.1	Scaffold	2026-05-21	True	Sri Lanka	14861	238	48.4	cds	ascomycota_odb10	2	quality_fill
47803	Fusarium phyllophilum	fungal	order_sweep	GCA_013396025.1	Scaffold	2020-07-10	True	Italy	14160	87	43.4	cds	ascomycota_odb10	1	best_quality
36050	Fusarium poae	fungal	order_sweep	GCA_046056315.1	Complete Genome	2024-12-17	True	Canada	14418	8641	44.9	cds	ascomycota_odb10	1	best_quality
36050	Fusarium poae	fungal	order_sweep	GCA_001675295.1	Scaffold	2016-06-22	True	Belgium	14740	8784	46.3	cds	ascomycota_odb10	2	new_country:Belgium; new_year_bin:2015
