BioSample	BioProject	SRAStudy	Run	mode	tissue	geo_loc_name	collection_date	lat_lon	bs_host	isolation_source	dev_stage	n_runs	co_infection_flag	same_genus_secondary	library_organism	library_detected	stat_pathogens	stat_hosts	n_pathogens	interaction_status	host_pct	analyzed	named_host	named_host_source	treatment	treatment_keywords	study_setting	setting_keywords	title	description	abstract	primary_pmid	primary_pub_date	primary_publication	n_papers_found	pmid_source	bp_submission_date
SAMN30942324	PRJNA882561	SRP398333	SRR21654350	hal	pericarp	China:beijing					B73 pericarp from 5 days before pollination to 32 days after pollination	1	multi_species	False	Zea mays	True	Sugarcane mosaic virus:11.1%	Zea mays:81.7%	1	known	85.31	8268857	Zea mays	title	host_study	transcriptome atlas|seed development|developmental stage	field	geo_loc_name	Transcriptome dynamics of pericarp during maize seed development	Transcriptome dynamics of pericarp during maize seed development	As a maternal tissue, the pericarp supports and protects for other components of seed, such as embryo and endosperm. Despite the importance of maize pericarp in seed, the genome-wide transcriptome pattern throughout maize pericarp development has not been well characterized. Here, we developed RNA-seq transcriptome atlas of B73 maize pericarp development based on 21 samples from 5 days before fertilization (DBP5) to 32 days after fertilization (DAP32). A total of 25 346 genes were detected in programming pericarp development, including 1887 transcription factors (TFs). Together with pericarp morphological changes, the global clustering of gene expression revealed four developmental stages: undeveloped, thickening, expansion and strengthening. Coexpression analysis provided further insights on key regulators in functional transition of four developmental stages. Combined with non-seed, embryo, endosperm, and nucellus transcriptome data, we identified 598 pericarp-specific genes, including 75 TFs, which could elucidate key mechanisms and regulatory networks of pericarp development. Cell wall related genes were identified that reflected their crucial role in the maize pericarp structure building. In addition, key maternal proteases or TFs related with programmed cell death (PCD) were proposed, suggesting PCD in the maize pericarp was mediated by vacuolar processing enzymes (VPE), and jasmonic acid (JA) and ethylene-related pathways. The dynamic transcriptome atlas provides a valuable resource for unraveling the genetic control of maize pericarp development.	37970738	2023-11-16	[37970738] Dynamic transcriptome landscape of maize pericarp development.	1	PubMed	2022-09-20
SAMN24405165	PRJNA792270	SRP353266	SRR17408161	hal	Leaves	Belgium	2018-05					1	multi_species	False	Hordeum vulgare	False	Barley yellow dwarf virus PAV:8.4%	Mesangiospermae:12.1%	1	known	13.9	5176434	Hordeum vulgare	title	single		field	geo_loc_name	Deciphering the intra-host genetic diversity of Barley yellow dwarf virus (BYDV)	High-throughput sequencing (HTS) technologies allow researchers to gain access to the complexity of the within-host virus population with an unprecedented resolution. While de novo consensus sequences have been extensively used to describe the virus population, more accurate methods, which identify the different viral molecules infecting the host, could be used to better understand the actual variability of viral genomes. In this study, we propose and apply a framework allowing a robust characterization of the within-host virus population. We performed an experimental evolution of Barley yellow dwarf virus (BYDV) to study its adaptation to four Poaceae species (wheat, oat, two-row and six-row barleys). An initial inoculum composed of a mix of BYDV-PAV and BYDV-PAS species infecting wheat was used. After four months of evolution (4 passages from plant to plant), the fitness of the final viral populations was estimated and the complete viral genomes were sequenced through HTS in the different populations.					0	none	2021-12-25
SAMN43026954	PRJNA1144135	SRP524131	SRR30126666	hal	red fruits	missing	missing					1	multi_species	False	Solanum lycopersicum	True	Botrytis cinerea:3.7%	Solanum subgen. Lycopersicon:75.2%; Solanum lycopersicum:47.8%; Solanum pennellii:1.5%	1	known	87.73	24641155	Solanum lycopersicum	title	host_study	developmental stage	lab	inoculated|inoculation	Developmentally regulated generation of a systemic signal for long-lasting defence priming in tomato [RNA-seq]	Tomato is a major global crop however its production is limited by Botrytis cinerea. Due to the toxicity of post-harvest pesticide application, alternative control methods such as priming are being investigated. Plants were treated with β-aminobutyric (BABA) at two developmental stages and resistance against B. cinerea was tested in fruit tissue and in progenies. DNA methylation and RNA sequencing were conducted to characterise the (epi)genetic changes associated with long-lasting resistance. Grafting experiments were done to assess the systemic nature of this signal, which was further characterised by small RNA (sRNA) sequencing of scions. Only BABA-treated seedlings displayed induced resistance (IR). DNA methylation analysis revealed seedling-specific changes, which occurred in the context of lower basal methylation. BABA-IR was found to be transmissible from primed rootstock to grafted unprimed scions. In these scions, we identified a subset of mobile 24 nt sRNAs associated with primed genes to infection in fruit. Our results demonstrate the functional association of a systemic signal with long lasting IR and priming. Through integrated omics approaches we have identified markers of long-lasting priming in tomato fruit which could also serve as targets for durable resistance in other crops. Overall design: Examination of trascriptome of leaves and fruits of Solanum lycopersicum (cv. Micro Tom), from plants exposed to β-aminobutyric (BABA) at two different developmental stages, or treated with water, and then infected with Botrytis cinerea, along with mock-treated control plants.	Tomato is a major global crop. However, its production is limited by Botrytis cinerea. Due to the toxicity of postharvest pesticide application, alternative control methods such as priming are being investigated. Plants were treated with β-aminobutyric acid (BABA) at two developmental stages and resistance against B. cinerea was tested in fruit tissue and in progenies. DNA methylation and RNA sequencing were conducted to characterise the (epi)genetic changes associated with long-lasting resistance. Grafting experiments were done to assess the systemic nature of this signal, which was further characterised by small RNA (sRNA) sequencing of scions. Only BABA-treated seedlings displayed induced resistance (IR). DNA methylation analysis revealed seedling-specific changes, which occurred in the context of lower basal methylation. BABA-IR was found to be transmissible from primed rootstock to grafted unprimed scions. In these scions, we identified a subset of mobile 24 nt sRNAs associated with genes showing primed expression during infection in fruit. Our results demonstrate the functional association of a systemic signal with long-lasting IR and priming. Through integrated omics approaches, we have identified markers of long-lasting priming in tomato fruit which could also serve as targets for durable resistance in other crops.	39562729	2024-11-19	[39562729] Developmentally regulated generation of a systemic signal for long-lasting defence priming in tomato.	1	BioProject XML	2024-08-04
SAMN42031641	PRJNA1127494	SRP515884	SRR29536504	hal	seed coat	missing	missing					1	multi_species	False	Citrus x paradisi	False	Citrus tristeza virus:27.5%	Citrus sinensis:3.8%	1	known	35.82	118035037	Citrus sinensis	title	single		field	geo_loc_name	Tissue-specific transcriptomic profiling of ‘Candidatus Liberibacter asiaticus’ in citrus reveals novel insights into Huanglongbing pathogenesis	‘Candidatus Liberibacter asiaticus’ (Las) is a gram-negative bacterial pathogen associated with citrus huanglongbing (HLB) or greening disease. Las is transmitted by the Asian citrus psyllid (ACP) where it colonizes the phloem tissue, resulting in substantial economic losses to citrus industry worldwide. Despite extensive efforts, effective management strategies against HLB remain elusive, necessitating a deeper understanding of the pathogen’s biology. Las undergoes cell-to-cell movement through phloem flow from source to sink tissues and these tissues have varying responses to Las infection. Here, we investigate the transcriptomic landscape of Las in citrus sink tissues, particularly seed coat vasculatures, revealing more complete gene expression profiling of Las and unique transcriptomic pattern compared to previous studies using midrib tissues. Comparative transcriptomics between citrus seed coat vasculature and midrib tissues and ACP allowed the identification of tissue-specific responses and metabolic states of Las in planta. Furthermore, analysis of putative regulatory elements uncovers the potential role of LuxR-type transcription factors in regulating the expression of effector genes in citrus. We characterized two Las virulence factors that exhibit increased expression in seed coat vasculature tissue. Their ability to suppress different immune outputs was accessed and we demonstrate that they may contribute to the suppression of callose deposition during Las colonization. Moreover, this work provides novel insights into the pathogenesis of the devastating citrus HLB. Overall design: Samples collected from seed coat vasculature tissues of HLB-infected citrus (grapefruit). Some RNA samples underwent a pre-enrichment bacterial isolation method for CLas transcripts	'	39499195	2025-01-24	[39499195] Transcriptomic Profiling of '	1	BioProject XML	2024-06-24
SAMN11373574	PRJNA531693	SRP191577	SRR8871472	hal	Spike	Canada						1	multi_species	False	Triticum turgidum	False	Fusarium graminearum:2.6%	Aegilops tauschii subsp. tauschii:49.3%	1	novel_host_range	54.56	20864618	Triticum turgidum	title	single		lab	inoculated|inoculation	Transcriptomic analysis unveils gene networks associated with the Fusarium head blight resistance transferred from Triticum turgidum ssp. carthlicum into durum wheat	Fusarium head blight (FHB) resistance in durum wheat gene pool is rarely reported. Tritichum turgidum ssp. carthlicum cv. Blackbird is a tetraploid species relative of durum wheat that offers partial FHB resistance. The objective of this study was to identify the defense mechanism underlying the resistance of Blackbird and report candidate regulatory resistance genes and single nucleotide polymorphism (SNP) markers within these genes for high-resolution mapping of resistance QTL reported for the durum cv. Strongfield × cv. Blackbird population. Gene network analysis identified seven gene networks associated with the resistance to FHB spread (Type II FHB resistance) with some showing moderate to high correlation with the plant height and relative maturity traits. Two gene networks showed subtle difference between inoculated and mock inoculated plants, supporting their involvement in basal defense. The candidate regulatory genes were involved in various layers of plant defense including pathogen recognition (mainly NBS-LRR proteins), signaling pathways including the abscisic acid and mitogen activated protein (MAP) kinase signaling, and downstream defense genes activation including transcription factors (mostly with dual role in defense and development), and cell death regulatory and cell wall reinforcement genes. The expression of five candidate genes measured by quantitative real-time PCR was correlated with that of RNA-seq, corroborating the technical and analytical accuracy of RNA-seq analysis. The results allowed identification of candidate hub genes within the interval of seven reported resistance QTL and SNP markers associated with them for future high resolution mapping studies.	Fusarium head blight (FHB) resistance in the durum wheat breeding gene pool is rarely reported. Triticum turgidum ssp. carthlicum line Blackbird is a tetraploid relative of durum wheat that offers partial FHB resistance. Resistance QTL were identified for the durum wheat cv. Strongfield × Blackbird population on chromosomes 1A, 2A, 2B, 3A, 6A, 6B and 7B in a previous study. The objective of this study was to identify the defense mechanisms underlying the resistance of Blackbird and report candidate regulator defense genes and single nucleotide polymorphism (SNP) markers within these genes for high-resolution mapping of resistance QTL reported for the durum wheat cv. Strongfield/Blackbird population.	31795948	2019-12-03	[31795948] Weighted gene co-expression network analysis unveils gene networks associated with the Fusarium head blight resistance in tetraploid wheat.	2	PMC full-text	2019-04-09
SAMN35178202	PRJNA974369	SRP438599	SRR24657700	hal	leaves	Spain						1	multi_species	False	Arabidopsis thaliana	True	Turnip mosaic virus:18.2%	Arabidopsis thaliana:41.5%	1	known	59.87	22391283	Arabidopsis thaliana	abstract	single		lab	mutant|wild type|wild-type	TuMV evolution and adaptation in epigenetic A. thaliana mutants	Evolution of Turnip Mosaic Virus populations in different epigenetic mutants (dcl2 dcl3 dcl4, ddm1, jmj14, polv) and wild type Arabidopsis thaliana plants. We evaluated the evolution of a total of 25 viral lineages during 12 passages, providing high-throughput sequencing data from the first and the last passages in this project. The research found that viral lineages became more infectious, virulent, and had a higher viral load. Find out more about the correlation between viral load and virulence, viral diversity, and the primary virus genomic target of adaptation.	In this study, we investigated how an emerging RNA virus evolves, interacts, and adapts to populations of a novel host species with defects in epigenetically controlled plant defense mechanisms. Mutations in epigenetic regulatory pathways would exert different effects on defense-response genes but also induce large-scale alterations in cellular physiology and homeostasis. To test whether these effects condition the emergence and subsequent adaptation of a viral pathogen, we have evolved five independent lineages of a naive turnip mosaic virus (TuMV) strain in a set of Arabidopsis thaliana genotypes carrying mutations that influence important elements of two main epigenetic pathways and compare the results with those obtained for viral lineages evolved in wild-type plants. All evolved lineages showed adaptation to the lack of epigenetically regulated responses through significant increases in infectivity, virulence, and viral load although the magnitude of the improvements strongly depended on the plant genotype. In early passages, these traits evolved more rapidly, but the rate of evolution flattened out in later ones. Viral load was positively correlated with different measures of virulence, though the strength of the associations changed from the ancestral to the evolved viruses. High-throughput sequencing was used to evaluate the viral diversity of each lineage, as well as characterizing the nature of fixed mutations, evolutionary convergences, and potential targets of TuMV adaptation. Within each lineage, we observed a net increase in genome-wide genetic diversity, with some instances where nonsynonymous alleles experienced a transient rise in abundance before being displaced by the ancestral allele. In agreement with previous studies, viral VPg protein has been shown as a key player in the adaptation process, even though no obvious association between fixed alleles and host genotype was found.	37891007	2024-01-04	[37891007] Phenotypic and genomic changes during Turnip mosaic virus adaptation to Arabidopsis thaliana mutants lacking epigenetic regulatory factors.	1	BioProject XML	2023-05-19
SAMN35573182	PRJNA979257	SRP440889	SRR24807945	hal	leaf	missing	missing					1	multi_species	False	Zea mays	True	Ustilago maydis:2.5%	Zea mays:76.1%; Sorghum bicolor:0.2%; Panicodae:0.1%	1	known	85.46	44155009	Zea mays	title	single		field	geo_loc_name	The fungal pathogen Ustilago maydis targets the maize corepressor RELK2 to modulate host transcription for tumorigenesis	Ustilago maydis is a biotrophic fungus that causes tumor formation on all aerial parts of maize. U. maydis secretes effector proteins during penetration and colonization to successfully overcome the plant immune response and reprogram host physiology to promote infection. In this study, we functionally characterized the U. maydis effector protein Topless (TPL) interacting protein 6 (Tip6). We found that Tip6 interacts with the N-terminus of RELK2 through its two Ethylene-responsive element binding factor-associated amphiphilic repression (EAR) motifs. We show that the EAR motifs are essential for the virulence function of Tip6 and critical for altering the nuclear distribution pattern of RELK2. We propose that Tip6 mimics the recruitment of RELK2 by plant repressor proteins, thus disrupting host transcriptional regulation. We show that a large group of AP2/ERF B1 subfamily transcription factors are misregulated in the presence of Tip6. Our study suggests a regulatory mechanism where the U. maydis effector Tip6 utilizes repressive domains to recruit the corepressor RELK2 to disrupt the transcriptional networks of the host plant. Overall design: 9 Samples	Ustilago maydis is a biotrophic fungus that causes tumor formation on all aerial parts of maize. U. maydis secretes effector proteins during penetration and colonization to successfully overcome the plant immune response and reprogram host physiology to promote infection. In this study, we functionally characterized the U. maydis effector protein Topless (TPL) interacting protein 6 (Tip6). We found that Tip6 interacts with the N-terminus of RELK2 through its two Ethylene-responsive element binding factor-associated amphiphilic repression (EAR) motifs. We show that the EAR motifs are essential for the virulence function of Tip6 and critical for altering the nuclear distribution pattern of RELK2. We propose that Tip6 mimics the recruitment of RELK2 by plant repressor proteins, thus disrupting host transcriptional regulation. We show that a large group of AP2/ERF B1 subfamily transcription factors are misregulated in the presence of Tip6. Our study suggests a regulatory mechanism where the U. maydis effector Tip6 utilizes repressive domains to recruit the corepressor RELK2 to disrupt the transcriptional networks of the host plant.	38037456	2023-11-30	[38037456] The fungal pathogen Ustilago maydis targets the maize corepressor RELK2 to modulate host transcription for tumorigenesis.	1	BioProject XML	2023-06-02
SAMN53546086	PRJNA1217477	SRP561190	SRR36292462	hal	Leaf	USA: California, Davis	2024-08-16			Cucumis sativus and Botrytis cinerea	Nonjuvenile fully developed leaves	1	multi_species	False	Cucumis sativus	True	Botrytis cinerea:2.2%	Cucumis sativus:55.7%	1	known	68.78	39062504			single		field	geo_loc_name	A multiplant transcriptomic atlas reveals conserved and lineage-specific defense architectures in response to Botrytis cinerea.	Co-transcriptome of eudicots and Botrytis cinerea 72 isolates along with controls.	Generalist pathogens pose a challenge to plant immunity by infecting diverse hosts while harboring extensive intraspecific genetic variation. Whether evolutionary distant plant lineages rely on a shared immune strategy or deploy distinct, lineage-specific defenses when confronted by these genetically variable members of the same pathogen species remains unresolved. Here, we employed a large-scale cotranscriptomic approach to map the immune landscape of 10 diverse eudicot species infected with 72 genetically distinct Botrytis cinerea isolates. We identified a limited core of evolutionarily conserved defense orthologs, along with a vast landscape of lineage-dependent regulatory genes. Host shared the broad physiological outcome such as metabolic reprogramming, cell wall modification, and suppression of growth-associated processes, yet the regulatory pathways associated with these responses were largely lineage-dependent. Crucially, this immune landscape is dynamically shaped by pathogen diversity. Nearly three-quarters of host transcriptional responses were isolate dependent, with the magnitude of transcriptional reprogramming defined by specific host-isolate combinations rather than a universal species-level response. Even host transcriptional responses correlated with shared virulence factors, including broadly expressed pathogens phytotoxins, were lineage specific. These findings suggest that plant immunity to generalist pathogens is built on conserved physiological outcomes that appear to occur by evolving lineage-dependent regulatory mechanisms. The causal relationship between these lineage-dependent components and the conserved outcomes require further mechanistic investigation. This distinct regulatory architecture creates an immune landscape heavily modulated by specific host-isolate combinations, highlighting the necessity of integrating pathogen diversity into models of plant defense evolution and resistance breeding.	42090259	2026-05-06	[42090259] A multiplant transcriptomic atlas reveals conserved and lineage-specific defense architectures in response to	3	PMC full-text	
SAMN36663805	PRJNA997093	SRP450680	SRR25379812	hal	leaves	China:Guangdong,Shenzhen	not collected					1	multi_species	False	Solanum tuberosum	False	Potato virus Y:10.0%	Solaneae:73.4%; Solanum verrucosum:2.5%; Solanum pennellii:0.2%; Solanum lycopersicum:0.2%	1	known	76.24	21177233			single		field	geo_loc_name	Dual RNAseq analyses of the early stages of Phytophthora infestans pathogenesis reveal novel functional genes from the hosts and the pathogen	The RNAseq data of the three Solanaceae crops infected with Phytophthora infestans at 0hpi, 2hpi, 8hpi and 24hpi					0	none	2023-07-21
SAMEA117974841	PRJEB88084	ERP171223	ERR14823245	hal								1	multi_species	False	Arabidopsis thaliana	True	Sclerotinia sclerotiorum:69.8%	Arabidopsis thaliana:23.4%	1	known	25.57	35224098	Arabidopsis thaliana	title	abiotic_stress	salt stress	lab	leaf disc|mutant|wild type|inoculated|controlled condition|overexpression|inoculation	Global transcriptome of Arabidopsis wild type and crk8 mutants inoculated by the fungal pathogen Sclerotinia sclerotiorum	In response to necrotrophic fungal pathogens, plants often display quantitative disease resistance (QDR), an immune response with complex genetic determinants. Due to their diversity and small phenotypic effect, the genetic bases of QDR are incompletely characterized. Here, we used genome-wide association mapping in Arabidopsis thaliana natural populations to identify novel determinants of QDR against the fungal pathogen Sclerotinia sclerotiorum. We found that presence-absence polymorphism of the AT4TE56270 copia transposable element (TE) upstream of the cysteine-rich receptor-like kinase 8 (CRK8) gene associated with QDR. Presence of the TE increased CRK8 expression in healthy and inoculated plants. Knocking down CRK8 reduced QDR, hydrogen peroxide production, and defense gene expression upon infection, phenotypes that were masked by CRK8 overexpression in healthy plants. Transcriptome analysis revealed altered defense pathways and salt responses in CRK8 mutants, including impaired glutathione and camalexin biosynthesis, likely contributing to disease susceptibility. Mutants in CRK8 showed altered seed germination on salt, and the absence of AT4TE56270 associated with enhanced seed germination under salt stress in A. thaliana natural populations. These results reveal a trade-off between salt tolerance and defense against S. sclerotiorum modulated by presence-absence polymorphism of a TE.	In response to necrotrophic fungal pathogens, plants often display quantitative disease resistance (QDR), an immune response with complex genetic determinants. Due to their diversity and small phenotypic effect, the genetic bases of QDR are challenging to characterize. Here, we used genome-wide association mapping in Arabidopsis thaliana natural populations to identify novel determinants of QDR against the fungal pathogen Sclerotinia sclerotiorum. We found that presence-absence polymorphism of the AT4TE56270 Copia transposable element (TE) upstream of the cysteine-rich receptor-like kinase 8 (CRK8) gene is associated with QDR. The presence of the TE associates with higher CRK8 expression in healthy and inoculated plants and increased QDR. The constitutive knockdown of CRK8 reduced QDR, hydrogen peroxide production, and the expression of defense genes upon inoculation. Transcriptome analysis revealed altered defense pathways and salt responses in CRK8 mutants, including impaired glutathione and camalexin biosynthesis, likely contributing to disease susceptibility. Mutants in CRK8 showed altered seed germination on salt, and the absence of AT4TE56270 is associated with enhanced seed germination under salt stress in A. thaliana natural populations. These results reveal a trade-off between salt tolerance and defense against S. sclerotiorum associated with presence-absence polymorphism of a TE.	41284350	2025-11-01	[41284350] A retrotransposon insertion upstream of Arabidopsis thaliana CRK8 receptor-like kinase modulates a trade-off between pathogen defense and salt tolerance.	1	BioProject XML	2025-06-17
SAMEA115607740	PRJEB75459	ERP160036	ERR13191365	hal								3	multi_species	False	Nicotiana tabacum	False	environmental samples:2.1%	Nicotianoideae:59.6%; environmental samples:2.1%; Nicotiana sylvestris:0.6%	1	known	61.3	42216576	Nicotiana tabacum	title	single		lab	leaf disc|greenhouse|axenic|transgenic|rnai	Carbon-Nitrogen metabolic balance during curing of Flue-cured tobacco	RNAseq experiments: To better understand the carbon-nitrogen metabolic balance during tobacco leaf curing, we proceeded with a time-course analysis during curing to identify and compare genes differently regulated and correlate their expression with metabolic changes.	Flue-cured leaves of the Virginia tobacco (Nicotiana tabacum L.) market type are characterized by their high concentrations of sugars, namely sucrose (Suc), glucose (Glc), and fructose (Fru). During leaf curing, the so-called yellowing phase is associated with a dark-senescence process generating Suc and the main reducing sugars (RS), Glc and Fru. Invertase enzymes are reported to convert Suc into Glc and Fru throughout leaf senescence, but also fruit maturation. In this study, we actualize the complete family of genes encoding invertases (Invs) in N. tabacum. Two genes coding for vacuolar Invs, NtInvVR1_S and NtInvVR1_T, originating from the tobacco ancestors N. sylvestris and N. tomentosiformis, were identified to be the highest expressed Inv genes during the first 48 h of flue-curing (yellowing phase). Silencing both genes in the Virginia tobacco significantly reduced the accumulation of Glc and Fru by more than 90%, while Suc levels increased approximately 140% in a greenhouse environment. These data suggested that NtInvVR1_S and NtInvVR1_T play a key role in the hydrolysis of Suc, contributing to the accumulation of RS in cured leaves. NtInvVR1-RNAi plants were also cultivated in the field, showing a significant reduction in Glc and Fru of about 40% at the expense of Suc.	42020493	2026-04-22	[42020493] Involvement of NtInvVR1 in the increase of reducing sugars during the curing of virginia tobacco.	1	PMC full-text	2024-07-01
SAMD01892110	PRJDB41179	DRP018536	DRR1024673	hal								1	multi_species	False	Solanum tuberosum	True	Potyvirus atuberosi:2.1%	Solaneae:70.7%; Solanum tuberosum:16.7%; Solanum stenotomum:1.4%; Solanum dulcamara:0.2%	1	known	74.21	11706681	Solanum tuberosum	title	single		unclear		Transcriptome data of potato accessions (PRJCA041901)	We would like to submit our transcriptome raw data for potato samples. We collected potato tubers from wild and landrace accessions.					0	none	2026-04-08
SAMN52015876	PRJNA1335581	SRP629204	SRR35650497	hal	young kernel	missing	not collected				young kernel	1	multi_species	False	Zea mays	True	Sugarcane mosaic virus:10.1%	Zea mays:74.4%; Miscanthus floridulus:0.2%	1	known	83.49	16216380	Zea mays	title	single		field	geo_loc_name	RNA-seq data of sweet corn population	RNA-seq data of sweet corn population containing 280 inbred lines.					0	none	2025-09-27
SAMN50932412	PRJNA1314400	SRP616813	SRR35237747	hal	31.52 N 117.17 E	China:Herfei	2025-09-03				not applicable	1	multi_species	False	Oryza sativa	False	Rhizoctonia solani:1.3%	Mesangiospermae:0.1%	1	novel_host_range	0.11	27087011	Oryza sativa	title	single		field	geo_loc_name	Oryza sativa Transcriptome or Gene expression	Effect of naringenin on the transcriptome of Rhizoctonia solani					0	none	2025-09-03
SAMN03436099	PRJNA279009	SRP056392	SRR1922836	hal								1	multi_species	False	Phaseolus vulgaris	True	Sclerotinia sclerotiorum:2.5%	Phaseolus vulgaris:40.0%; Glycine max:0.2%	1	known	53.25	36152758	Phaseolus vulgaris	title	single		unclear		Transcriptome Characterization of developing bean (Phaseolus vulgaris L.) pods from two genotypes with contrasting seed zinc concentrations.	Dry bean (Phaseolus vulgaris L.) seeds are a rich source of dietary zinc, especially for people consuming plant-based diets. Within P. vulgaris there is at least two-fold variation in seed Zn concentration. Genetic studies have revealed seed Zn differences to be controlled by a single gene in two closely related navy bean genotypes, Albion and Voyager. In this study, these two genotypes were grown under controlled fertilization conditions and the Zn concentration of various plant parts were determined. The two genotypes had similar levels of Zn in their leaves and pods but Voyager had 52% more Zn in its seeds than Albion. RNA was sequence from developing pods of both genotypes. Transcriptome analysis of these genotypes identified 27,198 genes in the developing bean pods, representing 86% of the genes in the P. vulgaris genome (v 1.0 DOE-JGI and USDA-NIFA). Expression was detected in 18,438 genes. A relatively small number of genes (381) were differentially expressed between Albion and Voyager. Differentially expressed genes included three genes potentially involved in Zn transport, including zinc-regulated transporter, iron regulated transporter like (ZIP), zinc-induced facilitator (ZIF) and heavy metal associated (HMA) family genes. In addition 12,118 SNPs were identified between the two genotypes. Of the gene families related to Zn and/or Fe transport, eleven genes were found to contain SNPs between Albion and Voyager. Overall design: Transcriptome of developing pods of two contrasting common bean genotypes in zinc concentration generated by deep sequencing using Illumina Genome Analyzer II					0	none	2015-03-20
SAMN41811667	PRJNA1123450	SRP513640	SRR29384942	hal		Germany: Bavaria, Regensburg	2022	not applicable	not applicable			1	multi_species	False	Zea mays	True	Ustilago maydis:2.0%	Zea mays:26.7%; Sorghum bicolor:0.1%	1	known	36.14	35976699	Zea mays	title	single		field	geo_loc_name	Characterization of the maize (Zea mays)-Ustilago maydis interaction in a warming climate	Maize is among the most grown crops worldwide. Concurrently, infections with Ustilago maydis, causing corn smut disease, occur in all major growing regions. This is accompanied by loss of biomass, yields, and silage quality. In the course of global warming, modeling analysis predicts an increase in pathogen infestation. Nevertheless, there are no maize lines resistant to U. maydis and no effective fungicides available. Based on the evaluation of climate data for the State of Bavaria (Germany), maize-U. maydis infection trials and RNAseq analysis were conducted on a variety of maize cultivars under different temperature conditions generating a large phenotypic and transcriptomic dataset to determine the influence of temperature changes and differences in plant susceptibility. Even a minimal increase in temperature resulted in increased symptoms and significant variances in expression. Infection-gene expression association analysis followed by in vivo tests identified Gibberellic Acid Stimulated Transcript-like4, (GSL4) and gamma-aminobutyric acid as important factors for the infection which demonstrates the usage of this data package.	Maize is among the most commonly grown crops worldwide. Infections with Ustilago maydis, causing corn smut disease and leading to loss of biomass, yield, and silage quality, occur in all major growing regions. Rising global temperatures are predicted to reshape crop-pathogen interactions and subsequently threaten yield. However, the impact of minimal temperature changes resulting from climate change, and the molecular basis of temperature-modulated susceptibility, remain poorly understood. To investigate these, U. maydis infection trials and RNA-seq profiling across multiple maize cultivars grown under distinct temperature regimes based on the evaluation of climate data for Bavaria (Germany) were conducted. Even a minimal temperature change enhanced disease symptoms, while a brief heatwave greatly increased tumor formation and accelerated disease development. The observed phenotypic changes were accompanied by broad temperature- and cultivar-defined alterations in the host's transcriptional response. Expression-phenotype correlations, followed by in vivo testing, revealed factors contributing to variation in resistance. GIBBERELLIC ACID STIMULATED TRANSCRIPT-LIKE 4 is a broad resistance factor with implications of germplasm-specific variations in expression. The expression of γ-aminobutyric acid (GABA) transaminases, which cleave GABA, which acts as a susceptibility metabolite during U. maydis infection, is regulated in a temperature- and cultivar-dependent manner and correlated with fewer infections.	41140066	2026-02-12	[41140066] Characterization of the maize-Ustilago maydis interaction in a warming climate.	1	BioProject XML	2024-06-13
SAMN09372790	PRJNA473829	SRP149815	SRR7267129	hal	Leaf	not applicable				Davis Navel	NA	1	multi_species	False	Arabidopsis thaliana	True	Botrytis cinerea:3.3%	Arabidopsis thaliana:11.2%	1	known	17.07	1295670	Arabidopsis thaliana	abstract	single		lab	mutant|inoculated|detached leaf|inoculation	Plastic Transcriptomes Stabilize Immunity to Pathogen Diversity	Network based analysis of transcriptomic responses in Arabidopsis and 96 diverse B. cinerea isolates during plant and pathogen interaction	A central goal of studying host-pathogen interaction is to understand how host and pathogen manipulate each other to promote their own fitness in a pathosystem. Co-transcriptomic approaches can simultaneously analyze dual transcriptomes during infection and provide a systematic map of the cross-kingdom communication between two species. Here we used the Arabidopsis-	31081752	2019-05-13	[31081752] Plant-necrotroph co-transcriptome networks illuminate a metabolic battlefield.	2	PMC full-text	2018-05-30
