taxid	organism_name	kingdom	source	accession	assembly_level	release_date	has_annotation	country	protein_coding_genes	scaffold_n50_kb	total_length_mb	fasta_type	busco_lineage	selection_rank	selection_reason
1715230	Fusarium cf. solani	fungal	genus_fill	GCA_057675685.1	Scaffold	2026-05-21	True	Taiwan	14370	582	50.1	cds	ascomycota_odb10	7	quality_fill
1715230	Fusarium cf. solani	fungal	genus_fill	GCA_057675705.1	Scaffold	2026-05-21	True	Taiwan	14428	398	48.4	cds	ascomycota_odb10	8	quality_fill
1715230	Fusarium cf. solani	fungal	genus_fill	GCA_057675765.1	Scaffold	2026-05-21	True	Taiwan	14716	559	50.8	cds	ascomycota_odb10	9	quality_fill
1715230	Fusarium cf. solani	fungal	genus_fill	GCA_057675785.1	Scaffold	2026-05-21	True	Taiwan	14260	570	50.0	cds	ascomycota_odb10	10	quality_fill
1715230	Fusarium cf. solani	fungal	genus_fill	GCA_057675825.1	Scaffold	2026-05-21	True	Taiwan	11393	553	47.9	cds	ascomycota_odb10	11	quality_fill
1715230	Fusarium cf. solani	fungal	genus_fill	GCA_057675845.1	Scaffold	2026-05-21	True	Taiwan	14982	352	50.0	cds	ascomycota_odb10	12	quality_fill
1715230	Fusarium cf. solani	fungal	genus_fill	GCA_057675945.1	Scaffold	2026-05-21	True	Taiwan	14656	377	50.1	cds	ascomycota_odb10	13	quality_fill
1715230	Fusarium cf. solani	fungal	genus_fill	GCA_057675965.1	Scaffold	2026-05-21	True	Taiwan	13270	421	50.7	cds	ascomycota_odb10	14	quality_fill
2885761	Fusarium chuoi	fungal	genus_fill	GCA_022627125.1	Scaffold	2022-03-18	True	Viet Nam	13380	1615	45.4	cds	ascomycota_odb10	1	best_quality
2885761	Fusarium chuoi	fungal	genus_fill	GCA_022627105.1	Scaffold	2022-03-18	True	Viet Nam	14313	215	44.4	cds	ascomycota_odb10	2	quality_fill
1567539	Fusarium coicis	fungal	genus_fill	GCA_013781345.1	Scaffold	2020-07-27	True	Australia	13908	83	42.7	cds	ascomycota_odb10	1	best_quality
57161	Fusarium decemcellulare	fungal	genus_fill	GCA_027627305.1	Scaffold	2023-01-10	True	Viet Nam	17201	13	50.5	cds	ascomycota_odb10	1	best_quality
57161	Fusarium decemcellulare	fungal	genus_fill	GCA_013266205.1	Scaffold	2020-06-03	True	Dominican Republic	18126	35	53.7	cds	ascomycota_odb10	2	new_country:Dominican Republic
48507	Fusarium denticulatum	fungal	genus_fill	GCA_013396175.1	Scaffold	2020-07-10	True	USA	14097	109	43.2	cds	ascomycota_odb10	1	best_quality
2951361	Fusarium drepaniforme	fungal	genus_fill	GCA_057676085.1	Scaffold	2026-05-21	True	Singapore	15095	356	48.5	cds	ascomycota_odb10	1	best_quality
1325734	Fusarium duplospermum	fungal	genus_fill	GCA_057674645.1	Scaffold	2026-05-21	True	USA	15936	342	47.7	cds	ascomycota_odb10	1	best_quality
1325734	Fusarium duplospermum	fungal	genus_fill	GCA_003946985.1	Scaffold	2018-12-14	True	USA	16263	168	47.5	cds	ascomycota_odb10	2	new_year_bin:2015
1325734	Fusarium duplospermum	fungal	genus_fill	GCA_057674665.1	Scaffold	2026-05-21	True	USA	16083	342	48.5	cds	ascomycota_odb10	3	quality_fill
61235	Fusarium equiseti	fungal	genus_fill	GCA_027945365.1	Scaffold	2023-01-24	True	USA	11882	1904	37.1	cds	ascomycota_odb10	1	best_quality
61235	Fusarium equiseti	fungal	genus_fill	GCA_910393935.1	Scaffold	2021-07-07	True	Kenya	12311	610	37.9	cds	ascomycota_odb10	2	new_country:Kenya
1147111	Fusarium euwallaceae	fungal	genus_fill	GCA_057674965.1	Scaffold	2026-05-21	True	Israel	16269	570	51.7	cds	ascomycota_odb10	1	best_quality
1147111	Fusarium euwallaceae	fungal	genus_fill	GCA_057675025.1	Scaffold	2026-05-21	True	Israel	16297	502	49.7	cds	ascomycota_odb10	2	quality_fill
1147111	Fusarium euwallaceae	fungal	genus_fill	GCA_057675505.1	Scaffold	2026-05-21	True	Israel	17238	544	50.5	cds	ascomycota_odb10	3	quality_fill
1147111	Fusarium euwallaceae	fungal	genus_fill	GCA_057675525.1	Scaffold	2026-05-21	True	Israel	16413	519	51.7	cds	ascomycota_odb10	4	quality_fill
195108	Fusarium falciforme	fungal	genus_fill	GCA_027945495.1	Scaffold	2023-01-24	True	USA	15535	504	56.5	cds	ascomycota_odb10	1	best_quality
195108	Fusarium falciforme	fungal	genus_fill	GCF_026873545.1	Complete Genome	2022-12-13	True	Malaysia	14574	3876	53.6	cds	ascomycota_odb10	2	new_country:Malaysia
195108	Fusarium falciforme	fungal	genus_fill	GCA_026873545.1	Complete Genome	2022-12-13	True	Malaysia	14574	3876	53.6	cds	ascomycota_odb10	3	quality_fill
195108	Fusarium falciforme	fungal	genus_fill	GCA_027945505.1	Scaffold	2023-01-24	True	USA	14679	664	54.3	cds	ascomycota_odb10	4	quality_fill
195108	Fusarium falciforme	fungal	genus_fill	GCA_027945515.1	Scaffold	2023-01-24	True	USA	14614	595	55.4	cds	ascomycota_odb10	5	quality_fill
2675880	Fusarium flagelliforme	fungal	genus_fill	GCA_003012295.1	Scaffold	2018-03-20	True	USA	13046	113	39.6	cds	ascomycota_odb10	1	best_quality
1325733	Fusarium floridanum	fungal	genus_fill	GCA_057675205.1	Scaffold	2026-05-21	True	USA	15615	299	48.3	cds	ascomycota_odb10	1	best_quality
1325733	Fusarium floridanum	fungal	genus_fill	GCA_003947005.1	Scaffold	2018-12-14	True	USA	16762	60	47.4	cds	ascomycota_odb10	2	new_year_bin:2015
1325733	Fusarium floridanum	fungal	genus_fill	GCA_057675325.1	Scaffold	2026-05-21	True	USA	15530	265	47.9	cds	ascomycota_odb10	3	quality_fill
1325733	Fusarium floridanum	fungal	genus_fill	GCA_057675345.1	Scaffold	2026-05-21	True	USA	14976	306	48.3	cds	ascomycota_odb10	4	quality_fill
1325733	Fusarium floridanum	fungal	genus_fill	GCA_057675305.1	Scaffold	2026-05-21	True	USA	14955	299	48.9	cds	ascomycota_odb10	5	quality_fill
282569	Fusarium gaditjirri	fungal	genus_fill	GCA_013266175.1	Scaffold	2020-06-03	True	Australia	13454	134	41.9	cds	ascomycota_odb10	1	best_quality
78864	Fusarium globosum	fungal	genus_fill	GCA_013396165.1	Scaffold	2020-07-10	True	South Africa	14590	71	44.6	cds	ascomycota_odb10	1	best_quality
86546	Fusarium graminum	fungal	genus_fill	GCA_013266165.1	Scaffold	2020-06-03	True	Ethiopia	11163	86	35.0	cds	ascomycota_odb10	1	best_quality
42747	Fusarium heterosporum	fungal	genus_fill	GCA_013396295.1	Scaffold	2020-07-10	True	Netherlands	11332	176	35.7	cds	ascomycota_odb10	1	best_quality
2494466	Fusarium irregulare	fungal	genus_fill	GCA_027945245.1	Scaffold	2023-01-24	True	USA	12532	1636	38.2	cds	ascomycota_odb10	1	best_quality
2494466	Fusarium irregulare	fungal	genus_fill	GCA_027945235.1	Scaffold	2023-01-24	True	USA	12175	1636	37.9	cds	ascomycota_odb10	2	quality_fill
1328300	Fusarium keratoplasticum	fungal	genus_fill	GCF_025433545.1	Chromosome	2022-10-03	True	Malaysia	14423	4213	49.5	cds	ascomycota_odb10	1	best_quality
1328300	Fusarium keratoplasticum	fungal	genus_fill	GCA_025433555.1	Chromosome	2022-10-03	True	Taiwan	14406	3499	53.5	cds	ascomycota_odb10	2	new_country:Taiwan
1328300	Fusarium keratoplasticum	fungal	genus_fill	GCA_025433545.1	Chromosome	2022-10-03	True	Malaysia	14424	4213	49.5	cds	ascomycota_odb10	3	quality_fill
2010991	Fusarium kuroshium	fungal	genus_fill	GCA_057675985.1	Scaffold	2026-05-21	True	USA	15521	444	48.6	cds	ascomycota_odb10	1	best_quality
2010991	Fusarium kuroshium	fungal	genus_fill	GCA_003698175.1	Scaffold	2018-10-30	True	USA	16485	91	46.6	cds	ascomycota_odb10	2	new_year_bin:2015
179993	Fusarium langsethiae	fungal	genus_fill	GCA_022180325.1	Scaffold	2022-01-05	True	Russia	12513	76	38.4	cds	ascomycota_odb10	1	best_quality
179993	Fusarium langsethiae	fungal	genus_fill	GCA_001292635.1	Scaffold	2015-09-16	True	Norway	11940	87	37.5	cds	ascomycota_odb10	2	new_country:Norway; new_year_bin:2015
179993	Fusarium langsethiae	fungal	genus_fill	GCA_022180345.1	Scaffold	2022-01-05	True	Russia	12456	79	38.3	cds	ascomycota_odb10	3	quality_fill
5523	Fusarium lateritium	fungal	genus_fill	GCA_052570515.1	Scaffold	2025-09-12	True	United Kingdom	11977	2985	37.6	cds	ascomycota_odb10	1	best_quality
5523	Fusarium lateritium	fungal	genus_fill	GCA_052570155.1	Scaffold	2025-09-12	True	Ethiopia	13405	594	44.5	cds	ascomycota_odb10	2	new_country:Ethiopia
5523	Fusarium lateritium	fungal	genus_fill	GCA_052570355.1	Scaffold	2025-09-12	True	Chile	12078	354	39.2	cds	ascomycota_odb10	3	new_country:Chile
5523	Fusarium lateritium	fungal	genus_fill	GCA_052570455.1	Scaffold	2025-09-12	True	Switzerland	12244	501	37.8	cds	ascomycota_odb10	4	new_country:Switzerland
5523	Fusarium lateritium	fungal	genus_fill	GCA_052571635.1	Scaffold	2025-09-12	True	Guinea	13328	567	45.1	cds	ascomycota_odb10	5	new_country:Guinea
5523	Fusarium lateritium	fungal	genus_fill	GCA_052570225.1	Scaffold	2025-09-12	True	United Kingdom	12069	307	39.8	cds	ascomycota_odb10	6	quality_fill
5523	Fusarium lateritium	fungal	genus_fill	GCA_052570285.1	Scaffold	2025-09-12	True	United Kingdom	12322	462	39.8	cds	ascomycota_odb10	7	quality_fill
5523	Fusarium lateritium	fungal	genus_fill	GCA_052570295.1	Scaffold	2025-09-12	True	United Kingdom	11983	412	38.3	cds	ascomycota_odb10	8	quality_fill
5523	Fusarium lateritium	fungal	genus_fill	GCA_052570305.1	Scaffold	2025-09-12	True	United Kingdom	11855	665	37.8	cds	ascomycota_odb10	9	quality_fill
5523	Fusarium lateritium	fungal	genus_fill	GCA_052570365.1	Scaffold	2025-09-12	True	United Kingdom	12065	156	37.7	cds	ascomycota_odb10	10	quality_fill
5523	Fusarium lateritium	fungal	genus_fill	GCA_052570435.1	Scaffold	2025-09-12	True	United Kingdom	12256	448	39.5	cds	ascomycota_odb10	11	quality_fill
5523	Fusarium lateritium	fungal	genus_fill	GCA_052570465.1	Scaffold	2025-09-12	True	United Kingdom	12022	568	40.7	cds	ascomycota_odb10	12	quality_fill
5523	Fusarium lateritium	fungal	genus_fill	GCA_052570605.1	Scaffold	2025-09-12	True	United Kingdom	12335	75	37.9	cds	ascomycota_odb10	13	quality_fill
5523	Fusarium lateritium	fungal	genus_fill	GCA_052570615.1	Scaffold	2025-09-12	True	United Kingdom	11229	403	37.7	cds	ascomycota_odb10	14	quality_fill
5523	Fusarium lateritium	fungal	genus_fill	GCA_052570645.1	Scaffold	2025-09-12	True	United Kingdom	12027	449	39.9	cds	ascomycota_odb10	15	quality_fill
694270	Fusarium longipes	fungal	genus_fill	GCA_003012285.1	Scaffold	2018-03-20	True	USA	11421	144	35.3	cds	ascomycota_odb10	1	best_quality
192010	Fusarium mangiferae	fungal	genus_fill	GCF_900044065.1	Scaffold	2016-12-06	True		15796	2537	46.3	cds	ascomycota_odb10	1	best_quality
192010	Fusarium mangiferae	fungal	genus_fill	GCA_900044065.1	Scaffold	2016-12-06	True		15804	2537	46.3	cds	ascomycota_odb10	2	quality_fill
2951228	Fusarium mekan	fungal	genus_fill	GCA_057675485.1	Scaffold	2026-05-21	True	Indonesia	15388	416	50.5	cds	ascomycota_odb10	1	best_quality
2951228	Fusarium mekan	fungal	genus_fill	GCA_057674785.1	Scaffold	2026-05-21	True	Indonesia	14581	678	50.5	cds	ascomycota_odb10	2	quality_fill
751941	Fusarium mexicanum	fungal	genus_fill	GCA_013396015.1	Scaffold	2020-07-10	True	Mexico	14387	147	44.0	cds	ascomycota_odb10	1	best_quality
1567541	Fusarium mundagurra	fungal	genus_fill	GCA_013396205.1	Scaffold	2020-07-10	True	Australia	15666	113	49.1	cds	ascomycota_odb10	1	best_quality
1042133	Fusarium musae	fungal	genus_fill	GCF_019915245.1	Chromosome	2021-09-09	True	Dominican Republic	13672	4357	44.0	cds	ascomycota_odb10	1	best_quality
1042133	Fusarium musae	fungal	genus_fill	GCA_019915245.1	Chromosome	2021-09-09	True	Dominican Republic	13673	4357	44.0	cds	ascomycota_odb10	2	quality_fill
42672	Fusarium napiforme	fungal	genus_fill	GCA_013396005.1	Scaffold	2020-07-10	True	South Africa	13896	78	42.1	cds	ascomycota_odb10	1	best_quality
1053271	Fusarium nematophilum	fungal	genus_fill	GCA_054098485.1	Scaffold	2025-12-19	True	China	17093	151	53.1	cds	ascomycota_odb10	1	best_quality
42673	Fusarium nygamai	fungal	genus_fill	GCA_002894225.1	Scaffold	2018-01-22	True	Australia	16019	382	50.2	cds	ascomycota_odb10	1	best_quality
1325738	Fusarium obliquiseptatum	fungal	genus_fill	GCA_057674705.1	Scaffold	2026-05-21	True	Australia	14297	316	47.7	cds	ascomycota_odb10	1	best_quality
1325738	Fusarium obliquiseptatum	fungal	genus_fill	GCA_057675085.1	Scaffold	2026-05-21	True	Australia	13886	71	46.3	cds	ascomycota_odb10	2	quality_fill
2604345	Fusarium oligoseptatum	fungal	genus_fill	GCA_057675185.1	Scaffold	2026-05-21	True	USA	16341	326	49.9	cds	ascomycota_odb10	1	best_quality
2604345	Fusarium oligoseptatum	fungal	genus_fill	GCA_003946995.1	Scaffold	2018-12-14	True	USA	17740	158	48.7	cds	ascomycota_odb10	2	new_year_bin:2015
2951362	Fusarium papillatum	fungal	genus_fill	GCA_057676005.1	Scaffold	2026-05-21	True	Sri Lanka	14774	293	49.2	cds	ascomycota_odb10	1	best_quality
2951362	Fusarium papillatum	fungal	genus_fill	GCA_057676105.1	Scaffold	2026-05-21	True	Sri Lanka	14861	238	48.4	cds	ascomycota_odb10	2	quality_fill
47803	Fusarium phyllophilum	fungal	genus_fill	GCA_013396025.1	Scaffold	2020-07-10	True	Italy	14160	87	43.4	cds	ascomycota_odb10	1	best_quality
36050	Fusarium poae	fungal	genus_fill	GCA_046056315.1	Complete Genome	2024-12-17	True	Canada	14418	8641	44.9	cds	ascomycota_odb10	1	best_quality
36050	Fusarium poae	fungal	genus_fill	GCA_001675295.1	Scaffold	2016-06-22	True	Belgium	14740	8784	46.3	cds	ascomycota_odb10	2	new_country:Belgium; new_year_bin:2015
36050	Fusarium poae	fungal	genus_fill	GCF_019609905.1	Chromosome	2021-08-19	True	Canada	13851	9990	43.9	cds	ascomycota_odb10	3	quality_fill
36050	Fusarium poae	fungal	genus_fill	GCA_019609905.1	Chromosome	2021-08-19	True	Canada	13857	9990	43.9	cds	ascomycota_odb10	4	quality_fill
986114	Fusarium pseudensiforme	fungal	genus_fill	GCA_057674445.1	Scaffold	2026-05-21	True	Sri Lanka	9073	431	50.0	cds	ascomycota_odb10	1	best_quality
986114	Fusarium pseudensiforme	fungal	genus_fill	GCA_057674525.1	Scaffold	2026-05-21	True	Suriname	7840	353	48.9	cds	ascomycota_odb10	2	new_country:Suriname
48495	Fusarium pseudoanthophilum	fungal	genus_fill	GCA_013395995.1	Scaffold	2020-07-10	True	Zimbabwe	14088	62	42.8	cds	ascomycota_odb10	1	best_quality
56676	Fusarium pseudocircinatum	fungal	genus_fill	GCA_013396035.1	Scaffold	2020-07-10	True		14263	118	43.3	cds	ascomycota_odb10	1	best_quality
2698985	Fusarium rekanum	fungal	genus_fill	GCA_057675605.1	Scaffold	2026-05-21	True	Indonesia	15148	412	50.3	cds	ascomycota_odb10	1	best_quality
2698985	Fusarium rekanum	fungal	genus_fill	GCA_057675625.1	Scaffold	2026-05-21	True	Indonesia	14917	402	50.2	cds	ascomycota_odb10	2	quality_fill
1208366	Fusarium sarcochroum	fungal	genus_fill	GCA_013266185.1	Scaffold	2020-06-03	True	Switzerland	14827	55	46.4	cds	ascomycota_odb10	1	best_quality
2747967	Fusarium solani-melongenae	fungal	genus_fill	GCA_023101225.1	Complete Genome	2022-04-25	True	China	15320	4496	49.5	cds	ascomycota_odb10	1	best_quality
2874508	Fusarium sp. FIESC RH6	fungal	genus_fill	GCA_022627095.1	Scaffold	2022-03-18	True	Viet Nam	11533	1716	40.0	cds	ascomycota_odb10	1	best_quality
3387622	Fusarium sp. IMII-1	fungal	genus_fill	GCA_056098845.1	Scaffold	2026-03-16	True	Peru	12719	10146	40.4	cds	ascomycota_odb10	1	best_quality
2898545	Fusarium sp. LHS14.1	fungal	genus_fill	GCA_025433615.1	Chromosome	2022-10-03	True	Taiwan	15522	3818	56.3	cds	ascomycota_odb10	1	best_quality
122381	Fusarium sp. NRRL 25303	fungal	genus_fill	GCA_013396255.1	Scaffold	2020-07-10	True	Japan	14388	102	43.7	cds	ascomycota_odb10	1	best_quality
2692428	Fusarium sp. NRRL 66182	fungal	genus_fill	GCA_013266265.1	Scaffold	2020-06-03	True	USA	16534	36	48.0	cds	ascomycota_odb10	1	best_quality
2898544	Fusarium sp. Ph1	fungal	genus_fill	GCA_025433565.1	Chromosome	2022-10-03	True	Taiwan	15084	3299	51.5	cds	ascomycota_odb10	1	best_quality
1567544	Fusarium tjaetaba	fungal	genus_fill	GCF_013396195.1	Scaffold	2020-07-10	True	Australia	14181	152	43.1	cds	ascomycota_odb10	1	best_quality
1567544	Fusarium tjaetaba	fungal	genus_fill	GCA_013396195.1	Scaffold	2020-07-10	True	Australia	14181	152	43.1	cds	ascomycota_odb10	2	quality_fill
1237075	Fusarium torreyae	fungal	genus_fill	GCA_027945595.1	Scaffold	2023-01-24	True	USA	14533	1014	46.5	cds	ascomycota_odb10	1	best_quality
33205	Fusarium torulosum	fungal	genus_fill	GCA_900312805.1	Scaffold	2023-10-11	True		13980	93	41.3	cds	ascomycota_odb10	1	best_quality
1325736	Fusarium tuaranense	fungal	genus_fill	GCA_057675105.1	Scaffold	2026-05-21	True	Malaysia	14768	370	49.1	cds	ascomycota_odb10	1	best_quality
1325736	Fusarium tuaranense	fungal	genus_fill	GCA_057675225.1	Scaffold	2026-05-21	True	Malaysia	14620	362	48.3	cds	ascomycota_odb10	2	quality_fill
660122	Fusarium vanettenii 77-13-4	fungal	genus_fill	GCF_000151355.1	Scaffold	2009-08-27	True	USA	15708	1256	51.3	cds	ascomycota_odb10	1	best_quality
660122	Fusarium vanettenii 77-13-4	fungal	genus_fill	GCA_000151355.1	Scaffold	2009-08-27	True	USA	15708	1256	51.3	cds	ascomycota_odb10	2	quality_fill
2698986	Fusarium variasi	fungal	genus_fill	GCA_057675405.1	Scaffold	2026-05-21	True	Indonesia	13553	1575	49.8	cds	ascomycota_odb10	1	best_quality
2698986	Fusarium variasi	fungal	genus_fill	GCA_057675385.1	Scaffold	2026-05-21	True	Indonesia	13623	1618	48.9	cds	ascomycota_odb10	2	quality_fill
56646	Fusarium venenatum	fungal	genus_fill	GCF_900007375.1	Chromosome	2018-03-01	True		13931	9140	38.6	cds	ascomycota_odb10	1	best_quality
56646	Fusarium venenatum	fungal	genus_fill	GCA_900007375.1	Chromosome	2018-03-01	True		13946	9140	38.6	cds	ascomycota_odb10	2	quality_fill
2698987	Fusarium warna	fungal	genus_fill	GCA_057675365.1	Scaffold	2026-05-21	True	Indonesia	15235	504	49.9	cds	ascomycota_odb10	1	best_quality
1053134	Fusarium zealandicum	fungal	genus_fill	GCA_013266195.1	Scaffold	2020-06-03	True		10733	43	33.5	cds	ascomycota_odb10	1	best_quality
869390	Lasiodiplodia hormozganensis	fungal	genus_fill	GCA_030512325.1	Scaffold	2023-07-20	True	Canada	12652	291	43.2	cds	ascomycota_odb10	1	best_quality
61207	Monilinia vaccinii-corymbosi	fungal	genus_fill	GCA_017357885.1	Chromosome	2021-03-16	True	USA	9388	4063	30.0	cds	ascomycota_odb10	1	best_quality
1408161	Plenodomus tracheiphilus IPT5	fungal	genus_fill	GCA_010093695.1	Scaffold	2020-01-31	True		13204	533	34.2	cds	ascomycota_odb10	1	best_quality
321146	Pseudocercospora eumusae	fungal	genus_fill	GCA_001578235.1	Scaffold	2016-03-01	True	France	10939	112	47.1	cds	ascomycota_odb10	1	best_quality
113226	Pseudocercospora musae	fungal	genus_fill	GCA_001578225.1	Scaffold	2016-03-01	True	Cuba	10402	44	60.4	cds	ascomycota_odb10	1	best_quality
27349	Puccinia sorghi	fungal	genus_fill	GCA_001263375.1	Scaffold	2015-08-07	True	Argentina	21078	19	99.5	cds	basidiomycota_odb10	1	best_quality
1302712	Pyrenophora seminiperda CCB06	fungal	genus_fill	GCA_000465215.2	Scaffold	2013-09-09	True	USA	8711	1474	32.5	cds	ascomycota_odb10	1	best_quality
148305	Pyricularia grisea	fungal	genus_fill	GCF_004355905.1	Chromosome	2019-03-19	True	Japan	12441	5912	44.6	cds	ascomycota_odb10	1	best_quality
148305	Pyricularia grisea	fungal	genus_fill	GCA_024704025.1	Scaffold	2022-08-16	True	Uganda	11588	112	41.8	cds	ascomycota_odb10	2	new_country:Uganda; new_year_bin:2020
148305	Pyricularia grisea	fungal	genus_fill	GCA_004355905.1	Chromosome	2019-03-19	True	Japan	12441	5912	44.6	cds	ascomycota_odb10	3	quality_fill
148305	Pyricularia grisea	fungal	genus_fill	GCA_024704135.1	Scaffold	2022-08-16	True	Uganda	11060	93	42.9	cds	ascomycota_odb10	4	quality_fill
1578925	Pyricularia pennisetigena	fungal	genus_fill	GCF_004337985.1	Chromosome	2019-03-19	True	Brazil	11428	5438	49.1	cds	ascomycota_odb10	1	best_quality
1578925	Pyricularia pennisetigena	fungal	genus_fill	GCA_004337985.1	Chromosome	2019-03-19	True	Brazil	11428	5438	49.1	cds	ascomycota_odb10	2	quality_fill
403063	Pyricularia sp. CBS 133598	fungal	genus_fill	GCA_004337975.1	Chromosome	2019-03-19	True	Japan	12078	3202	41.5	cds	ascomycota_odb10	1	best_quality
1432307	Sclerotinia borealis F-4128	fungal	genus_fill	GCA_000503235.1	Scaffold	2013-12-05	True	Russia	10166	131	39.5	cds	ascomycota_odb10	1	best_quality
307758	Ustilago bromivora	fungal	genus_fill	GCA_900080155.1	Complete Genome	2016-11-03	True		7227	877	20.4	cds	basidiomycota_odb10	1	best_quality
307758	Ustilago bromivora	fungal	genus_fill	GCA_900519155.1	Scaffold	2021-02-22	True		6051	116	20.4	cds	basidiomycota_odb10	2	new_year_bin:2020
27335	Verticillium albo-atrum	fungal	genus_fill	GCA_052569915.1	Scaffold	2025-09-12	True	United Kingdom	9876	112	35.9	cds	ascomycota_odb10	1	best_quality
27335	Verticillium albo-atrum	fungal	genus_fill	GCA_052569925.1	Scaffold	2025-09-12	True	United Kingdom	9952	1482	35.6	cds	ascomycota_odb10	2	quality_fill
526221	Verticillium alfalfae VaMs.102	fungal	genus_fill	GCF_000150825.1	Scaffold	2008-06-16	True		10237	2315	32.8	cds	ascomycota_odb10	1	best_quality
526221	Verticillium alfalfae VaMs.102	fungal	genus_fill	GCA_000150825.1	Scaffold	2008-06-16	True		10237	2315	32.8	cds	ascomycota_odb10	2	quality_fill
105487	105487	fungal	seed	GCA_000818155.1	Chromosome	2015-01-20	True	China	11284	3351	44.7	cds	ascomycota_odb10	1	best_quality
694573	694573	fungal	seed	GCA_000818155.1	Chromosome	2015-01-20	True	China	11284	3351	44.7	cds	ascomycota_odb10	1	best_quality
914237	914237	fungal	seed	GCA_046529785.1	Complete Genome	2025-01-07	True	Australia	13726	3757	57.8	cds	ascomycota_odb10	1	best_quality
5599	Alternaria alternata	fungal	seed	GCA_016097525.1	Scaffold	2020-12-16	True	None	24347	2282	35.0	cds	ascomycota_odb10	1	best_quality
5599	Alternaria alternata	fungal	seed	GCF_001642055.1	Scaffold	2016-05-11	True		13466	1098	33.0	cds	ascomycota_odb10	2	new_year_bin:2015
5599	Alternaria alternata	fungal	seed	GCA_004154755.1	Scaffold	2019-02-11	True		13574	537	35.6	cds	ascomycota_odb10	3	quality_fill
5599	Alternaria alternata	fungal	seed	GCA_001642055.1	Scaffold	2016-05-11	True		13466	1098	33.0	cds	ascomycota_odb10	4	quality_fill
29001	Alternaria brassicicola	fungal	seed	GCA_023079265.1	Scaffold	2022-04-21	False	China		799	36.1	genome	ascomycota_odb10	1	best_quality
160389	Alternaria longipes	fungal	seed	GCA_019059555.1	Chromosome	2021-06-29	False	USA		3599	39.4	genome	ascomycota_odb10	1	best_quality
48097	Alternaria panax	fungal	seed	GCA_019702505.1	Scaffold	2021-08-20	True	China	11837	4172	34.8	cds	ascomycota_odb10	1	best_quality
48100	Alternaria solani	fungal	seed	GCA_002952155.1	Complete Genome	2018-02-14	False	Netherlands		2867	32.8	genome	ascomycota_odb10	1	best_quality
48100	Alternaria solani	fungal	seed	GCA_058968875.1	Chromosome	2026-07-06	False	USA		2867	33.1	genome	ascomycota_odb10	2	new_country:USA; new_year_bin:2025
48100	Alternaria solani	fungal	seed	GCA_036363465.1	Scaffold	2024-02-05	False	China		272	32.3	genome	ascomycota_odb10	3	new_country:China; new_year_bin:2020
48100	Alternaria solani	fungal	seed	GCA_002837235.1	Scaffold	2017-12-11	False	NA		2613	32.8	genome	ascomycota_odb10	4	new_country:NA
205686	Ascochyta lentis	fungal	seed	GCA_016097375.2	Complete Genome	2025-03-24	True	Australia	13938	1825	41.7	cds	ascomycota_odb10	1	best_quality
205686	Ascochyta lentis	fungal	seed	GCA_022607105.2	Complete Genome	2025-03-24	True	Australia	13927	1805	42.1	cds	ascomycota_odb10	2	quality_fill
5454	Ascochyta rabiei	fungal	seed	GCF_004011695.2	Complete Genome	2022-08-25	True	Australia	11525	1945	40.8	cds	ascomycota_odb10	1	best_quality
5454	Ascochyta rabiei	fungal	seed	GCA_001630375.1	Scaffold	2016-04-19	True	India	10596	155	34.7	cds	ascomycota_odb10	2	new_country:India; new_year_bin:2015
5454	Ascochyta rabiei	fungal	seed	GCA_004011695.2	Complete Genome	2022-08-25	True	Australia	11544	1945	40.8	cds	ascomycota_odb10	3	quality_fill
40993	Aspergillus carbonarius	fungal	seed	GCA_001990825.1	Scaffold	2017-02-15	True		11475	1828	36.1	cds	ascomycota_odb10	1	best_quality
5059	Aspergillus flavus	fungal	seed	GCF_009017415.1	Complete Genome	2019-10-13	True	USA	13707	4810	37.7	cds	ascomycota_odb10	1	best_quality
5059	Aspergillus flavus	fungal	seed	GCA_014784225.2	Complete Genome	2021-10-08	True	USA	13068	6268	37.8	cds	ascomycota_odb10	2	new_year_bin:2020
5059	Aspergillus flavus	fungal	seed	GCA_009017415.1	Complete Genome	2019-10-13	True	USA	13709	4810	37.7	cds	ascomycota_odb10	3	quality_fill
5059	Aspergillus flavus	fungal	seed	GCF_014117465.1	Chromosome	2020-08-09	True	USA	12009	4659	37.0	cds	ascomycota_odb10	4	quality_fill
5059	Aspergillus flavus	fungal	seed	GCA_014117485.1	Chromosome	2020-08-09	True	USA	12053	4651	37.4	cds	ascomycota_odb10	5	quality_fill
5059	Aspergillus flavus	fungal	seed	GCA_014117465.1	Chromosome	2020-08-09	True	USA	12009	4659	37.0	cds	ascomycota_odb10	6	quality_fill
5059	Aspergillus flavus	fungal	seed	GCA_027574695.1	Scaffold	2023-01-06	True	USA	13064	156	37.3	cds	ascomycota_odb10	7	quality_fill
5059	Aspergillus flavus	fungal	seed	GCA_000006275.3	Scaffold	2020-09-28	True	USA	14313	2388	36.9	cds	ascomycota_odb10	8	quality_fill
5059	Aspergillus flavus	fungal	seed	GCA_009176375.1	Scaffold	2019-10-18	True		13593	241	37.6	cds	ascomycota_odb10	9	quality_fill
5059	Aspergillus flavus	fungal	seed	GCA_003709025.1	Scaffold	2018-10-31	True	USA	12846	1333	37.7	cds	ascomycota_odb10	10	quality_fill
