accession	organism_name	kingdom	busco_lineage	complete_pct	single_pct	duplicated_pct	fragmented_pct	missing_pct	n_markers	status
GCA_902712725.1	Zymoseptoria tritici	fungal	ascomycota_odb10							no_cds
GCA_003171515.3	Pyrenophora tritici-repentis	fungal	ascomycota_odb10							no_cds
GCA_027945245.1	Fusarium irregulare	fungal	ascomycota_odb10	98.7	98.5	0.2	0.6	0.7	1706	pass
GCA_026873545.1	Fusarium falciforme	fungal	ascomycota_odb10	99.9	99.3	0.6	0.0	0.1	1706	pass
GCA_013396295.1	Fusarium heterosporum	fungal	ascomycota_odb10	97.9	97.5	0.4	1.0	1.1	1706	pass
GCA_013266175.1	Fusarium gaditjirri	fungal	ascomycota_odb10	98.4	98.0	0.4	0.2	1.4	1706	pass
GCA_003012295.1	Fusarium flagelliforme	fungal	ascomycota_odb10	98.3	97.5	0.8	0.5	1.2	1706	pass
GCA_027945515.1	Fusarium falciforme	fungal	ascomycota_odb10	98.6	95.7	2.9	0.8	0.6	1706	pass
GCA_027945505.1	Fusarium falciforme	fungal	ascomycota_odb10	98.6	96.0	2.6	0.7	0.7	1706	pass
GCF_026873545.1	Fusarium falciforme	fungal	ascomycota_odb10	97.6	97.0	0.6	0.1	2.3	1706	pass
GCA_057675345.1	Fusarium floridanum	fungal	ascomycota_odb10	95.1	94.5	0.6	2.6	2.3	1706	pass
GCA_057675305.1	Fusarium floridanum	fungal	ascomycota_odb10	96.2	95.6	0.6	1.6	2.2	1706	pass
GCA_013266165.1	Fusarium graminum	fungal	ascomycota_odb10	98.3	97.9	0.4	0.5	1.2	1706	pass
GCA_013396165.1	Fusarium globosum	fungal	ascomycota_odb10	96.5	96.0	0.5	0.8	2.7	1706	pass
GCA_057675325.1	Fusarium floridanum	fungal	ascomycota_odb10	96.5	95.9	0.6	1.9	1.6	1706	pass
GCA_057675205.1	Fusarium floridanum	fungal	ascomycota_odb10	96.1	95.5	0.6	2.2	1.7	1706	pass
GCA_003947005.1	Fusarium floridanum	fungal	ascomycota_odb10	96.6	96.0	0.6	0.4	3.0	1706	pass
GCA_027945235.1	Fusarium irregulare	fungal	ascomycota_odb10	99.8	99.4	0.4	0.1	0.1	1706	pass
GCA_027627305.1	Fusarium decemcellulare	fungal	ascomycota_odb10	57.7	55.5	2.2	9.6	32.7	1706	pass
GCA_025433555.1	Fusarium keratoplasticum	fungal	ascomycota_odb10	99.7	99.2	0.5	0.1	0.2	1706	pass
GCA_001292635.1	Fusarium langsethiae	fungal	ascomycota_odb10	98.9	98.5	0.4	0.2	0.9	1706	pass
GCA_052570515.1	Fusarium lateritium	fungal	ascomycota_odb10	99.1	98.8	0.3	0.4	0.5	1706	pass
GCA_022180325.1	Fusarium langsethiae	fungal	ascomycota_odb10	99.3	98.7	0.6	0.2	0.5	1706	pass
GCA_025433545.1	Fusarium keratoplasticum	fungal	ascomycota_odb10	99.9	99.4	0.5	0.0	0.1	1706	pass
GCA_052570355.1	Fusarium lateritium	fungal	ascomycota_odb10	99.4	99.2	0.2	0.2	0.4	1706	pass
GCF_025433545.1	Fusarium keratoplasticum	fungal	ascomycota_odb10	97.9	97.4	0.5	0.0	2.1	1706	pass
GCA_052570455.1	Fusarium lateritium	fungal	ascomycota_odb10	99.2	98.9	0.3	0.2	0.6	1706	pass
GCA_022180345.1	Fusarium langsethiae	fungal	ascomycota_odb10	99.3	98.8	0.5	0.2	0.5	1706	pass
GCA_052570155.1	Fusarium lateritium	fungal	ascomycota_odb10	98.5	98.0	0.5	0.8	0.7	1706	pass
GCA_052570225.1	Fusarium lateritium	fungal	ascomycota_odb10	99.0	98.8	0.2	0.5	0.5	1706	pass
GCA_057675985.1	Fusarium kuroshium	fungal	ascomycota_odb10	97.5	96.7	0.8	1.2	1.3	1706	pass
GCA_052571635.1	Fusarium lateritium	fungal	ascomycota_odb10	97.4	97.1	0.3	0.4	2.2	1706	pass
GCA_003698175.1	Fusarium kuroshium	fungal	ascomycota_odb10	94.6	93.8	0.8	0.4	5.0	1706	pass
GCA_052570285.1	Fusarium lateritium	fungal	ascomycota_odb10	99.1	98.9	0.2	0.5	0.4	1706	pass
GCA_052570295.1	Fusarium lateritium	fungal	ascomycota_odb10	99.3	99.2	0.1	0.4	0.3	1706	pass
GCA_052570305.1	Fusarium lateritium	fungal	ascomycota_odb10	98.5	98.3	0.2	0.5	1.0	1706	pass
GCA_052570365.1	Fusarium lateritium	fungal	ascomycota_odb10	99.1	98.9	0.2	0.2	0.7	1706	pass
GCA_052570435.1	Fusarium lateritium	fungal	ascomycota_odb10	99.2	99.1	0.1	0.4	0.4	1706	pass
GCA_052570465.1	Fusarium lateritium	fungal	ascomycota_odb10	98.6	98.5	0.1	0.6	0.8	1706	pass
GCA_052570615.1	Fusarium lateritium	fungal	ascomycota_odb10	98.3	98.1	0.2	0.8	0.9	1706	pass
GCA_052570645.1	Fusarium lateritium	fungal	ascomycota_odb10	98.5	98.2	0.3	0.5	1.0	1706	pass
GCA_052570605.1	Fusarium lateritium	fungal	ascomycota_odb10	98.7	98.4	0.3	0.7	0.6	1706	pass
GCA_003012285.1	Fusarium longipes	fungal	ascomycota_odb10	98.0	97.8	0.2	0.9	1.1	1706	pass
GCF_900044065.1	Fusarium mangiferae	fungal	ascomycota_odb10	99.8	99.4	0.4	0.0	0.2	1706	pass
GCA_900044065.1	Fusarium mangiferae	fungal	ascomycota_odb10	99.8	99.4	0.4	0.0	0.2	1706	pass
GCF_019915245.1	Fusarium musae	fungal	ascomycota_odb10	98.5	98.1	0.4	0.8	0.7	1706	pass
GCA_057675485.1	Fusarium mekan	fungal	ascomycota_odb10	96.0	95.5	0.5	2.2	1.8	1706	pass
GCA_013396015.1	Fusarium mexicanum	fungal	ascomycota_odb10	98.2	97.8	0.4	0.4	1.4	1706	pass
GCA_057674785.1	Fusarium mekan	fungal	ascomycota_odb10	94.0	93.4	0.6	3.0	3.0	1706	pass
GCA_019915245.1	Fusarium musae	fungal	ascomycota_odb10	98.5	98.1	0.4	0.8	0.7	1706	pass
GCA_013396205.1	Fusarium mundagurra	fungal	ascomycota_odb10	97.6	97.0	0.6	0.5	1.9	1706	pass
GCA_013396005.1	Fusarium napiforme	fungal	ascomycota_odb10	97.0	96.8	0.2	1.1	1.9	1706	pass
GCA_002894225.1	Fusarium nygamai	fungal	ascomycota_odb10	98.9	98.4	0.5	0.5	0.6	1706	pass
GCA_057675085.1	Fusarium obliquiseptatum	fungal	ascomycota_odb10	96.3	95.8	0.5	1.4	2.3	1706	pass
GCA_057674705.1	Fusarium obliquiseptatum	fungal	ascomycota_odb10	96.4	95.7	0.7	1.9	1.7	1706	pass
GCA_054098485.1	Fusarium nematophilum	fungal	ascomycota_odb10	97.8	97.0	0.8	1.0	1.2	1706	pass
GCA_057675185.1	Fusarium oligoseptatum	fungal	ascomycota_odb10	95.7	95.2	0.5	2.5	1.8	1706	pass
GCA_057676105.1	Fusarium papillatum	fungal	ascomycota_odb10	96.2	95.7	0.5	1.8	2.0	1706	pass
GCA_057676005.1	Fusarium papillatum	fungal	ascomycota_odb10	95.0	94.6	0.4	2.5	2.5	1706	pass
GCA_046056315.1	Fusarium poae	fungal	ascomycota_odb10	99.5	99.3	0.2	0.2	0.3	1706	pass
GCA_013396025.1	Fusarium phyllophilum	fungal	ascomycota_odb10	98.0	97.6	0.4	0.8	1.2	1706	pass
GCA_001675295.1	Fusarium poae	fungal	ascomycota_odb10	99.8	99.5	0.3	0.0	0.2	1706	pass
GCF_019609905.1	Fusarium poae	fungal	ascomycota_odb10	99.4	99.2	0.2	0.2	0.4	1706	pass
GCA_057674445.1	Fusarium pseudensiforme	fungal	ascomycota_odb10	84.4	84.2	0.2	4.2	11.4	1706	pass
GCA_057674525.1	Fusarium pseudensiforme	fungal	ascomycota_odb10	79.2	79.0	0.2	4.6	16.2	1706	pass
GCA_019609905.1	Fusarium poae	fungal	ascomycota_odb10	99.4	99.2	0.2	0.2	0.4	1706	pass
GCA_003946995.1	Fusarium oligoseptatum	fungal	ascomycota_odb10	93.8	93.3	0.5	3.5	2.7	1706	pass
GCA_057675605.1	Fusarium rekanum	fungal	ascomycota_odb10	99.3	98.8	0.5	0.2	0.5	1706	pass
GCA_057675625.1	Fusarium rekanum	fungal	ascomycota_odb10	99.2	98.7	0.5	0.4	0.4	1706	pass
GCA_013395995.1	Fusarium pseudoanthophilum	fungal	ascomycota_odb10	97.8	97.4	0.4	0.8	1.4	1706	pass
GCA_013396035.1	Fusarium pseudocircinatum	fungal	ascomycota_odb10	97.4	97.0	0.4	0.9	1.7	1706	pass
GCA_025433615.1	Fusarium sp. LHS14.1	fungal	ascomycota_odb10	100.0	99.2	0.8	0.0	0.0	1706	pass
GCA_013266185.1	Fusarium sarcochroum	fungal	ascomycota_odb10	97.7	97.2	0.5	0.8	1.5	1706	pass
GCA_056098845.1	Fusarium sp. IMII-1	fungal	ascomycota_odb10	99.1	98.9	0.2	0.5	0.4	1706	pass
GCA_023101225.1	Fusarium solani-melongenae	fungal	ascomycota_odb10	99.5	99.1	0.4	0.3	0.2	1706	pass
GCA_022627095.1	Fusarium sp. FIESC RH6	fungal	ascomycota_odb10	95.7	95.3	0.4	0.8	3.5	1706	pass
GCA_025433565.1	Fusarium sp. Ph1	fungal	ascomycota_odb10	99.8	98.7	1.1	0.1	0.1	1706	pass
GCA_013396255.1	Fusarium sp. NRRL 25303	fungal	ascomycota_odb10	98.1	97.5	0.6	0.4	1.5	1706	pass
GCA_013266265.1	Fusarium sp. NRRL 66182	fungal	ascomycota_odb10	96.8	90.9	5.9	0.9	2.3	1706	pass
GCA_027945595.1	Fusarium torreyae	fungal	ascomycota_odb10	99.3	98.9	0.4	0.2	0.5	1706	pass
GCA_900312805.1	Fusarium torulosum	fungal	ascomycota_odb10	99.4	99.1	0.3	0.2	0.4	1706	pass
GCA_013396195.1	Fusarium tjaetaba	fungal	ascomycota_odb10	98.3	97.9	0.4	0.4	1.3	1706	pass
GCF_013396195.1	Fusarium tjaetaba	fungal	ascomycota_odb10	98.3	97.9	0.4	0.4	1.3	1706	pass
GCA_057675405.1	Fusarium variasi	fungal	ascomycota_odb10	95.9	95.4	0.5	2.2	1.9	1706	pass
GCF_900007375.1	Fusarium venenatum	fungal	ascomycota_odb10	99.9	99.4	0.5	0.1	0.0	1706	pass
GCA_900007375.1	Fusarium venenatum	fungal	ascomycota_odb10	99.9	99.4	0.5	0.1	0.0	1706	pass
GCF_000151355.1	Fusarium vanettenii 77-13-4	fungal	ascomycota_odb10	98.4	97.5	0.9	0.4	1.2	1706	pass
GCA_000151355.1	Fusarium vanettenii 77-13-4	fungal	ascomycota_odb10	98.4	97.5	0.9	0.4	1.2	1706	pass
GCA_013266195.1	Fusarium zealandicum	fungal	ascomycota_odb10	96.9	96.5	0.4	0.8	2.3	1706	pass
GCA_057675385.1	Fusarium variasi	fungal	ascomycota_odb10	96.2	95.7	0.5	2.1	1.7	1706	pass
GCA_017357885.1	Monilinia vaccinii-corymbosi	fungal	ascomycota_odb10	97.9	97.7	0.2	1.1	1.0	1706	pass
GCA_057675105.1	Fusarium tuaranense	fungal	ascomycota_odb10	93.9	93.4	0.5	3.2	2.9	1706	pass
GCA_057675225.1	Fusarium tuaranense	fungal	ascomycota_odb10	95.0	94.5	0.5	2.2	2.8	1706	pass
GCA_030512325.1	Lasiodiplodia hormozganensis	fungal	ascomycota_odb10	98.7	97.4	1.3	0.6	0.7	1706	pass
GCA_010093695.1	Plenodomus tracheiphilus IPT5	fungal	ascomycota_odb10	99.3	99.1	0.2	0.4	0.3	1706	pass
GCA_057675365.1	Fusarium warna	fungal	ascomycota_odb10	95.9	95.3	0.6	2.2	1.9	1706	pass
GCA_001263375.1	Puccinia sorghi	fungal	basidiomycota_odb10	86.1	85.6	0.5	4.1	9.8	1764	pass
GCA_001578235.1	Pseudocercospora eumusae	fungal	ascomycota_odb10	90.9	85.4	5.5	0.1	9.0	1706	pass
GCA_900080155.1	Ustilago bromivora	fungal	basidiomycota_odb10	99.5	99.2	0.3	0.2	0.3	1764	pass
GCA_900519155.1	Ustilago bromivora	fungal	basidiomycota_odb10	96.2	96.1	0.1	0.9	2.9	1764	pass
GCA_001578225.1	Pseudocercospora musae	fungal	ascomycota_odb10	86.2	78.4	7.8	0.3	13.5	1706	pass
GCA_000818155.1	105487	fungal	ascomycota_odb10							busco_error
GCA_000818155.1	694573	fungal	ascomycota_odb10							busco_error
GCF_004355905.1	Pyricularia grisea	fungal	ascomycota_odb10	98.6	98.2	0.4	0.1	1.3	1706	pass
GCA_024704025.1	Pyricularia grisea	fungal	ascomycota_odb10	99.0	92.8	6.2	0.2	0.8	1706	pass
GCA_004355905.1	Pyricularia grisea	fungal	ascomycota_odb10	98.6	98.2	0.4	0.1	1.3	1706	pass
GCF_004337985.1	Pyricularia pennisetigena	fungal	ascomycota_odb10	98.8	98.3	0.5	0.3	0.9	1706	pass
GCA_000465215.2	Pyrenophora seminiperda CCB06	fungal	ascomycota_odb10	76.9	76.7	0.2	2.7	20.4	1706	pass
GCA_024704135.1	Pyricularia grisea	fungal	ascomycota_odb10	98.7	94.5	4.2	0.5	0.8	1706	pass
GCA_004337985.1	Pyricularia pennisetigena	fungal	ascomycota_odb10	98.8	98.3	0.5	0.3	0.9	1706	pass
GCA_000503235.1	Sclerotinia borealis F-4128	fungal	ascomycota_odb10	97.3	97.1	0.2	0.7	2.0	1706	pass
GCA_052569915.1	Verticillium albo-atrum	fungal	ascomycota_odb10	97.2	97.0	0.2	0.8	2.0	1706	pass
GCA_004337975.1	Pyricularia sp. CBS 133598	fungal	ascomycota_odb10	98.7	97.5	1.2	0.3	1.0	1706	pass
GCA_052569925.1	Verticillium albo-atrum	fungal	ascomycota_odb10	92.2	92.0	0.2	1.3	6.5	1706	pass
GCA_000150825.1	Verticillium alfalfae VaMs.102	fungal	ascomycota_odb10	73.0	73.0	0.0	12.0	15.0	1706	pass
GCF_000150825.1	Verticillium alfalfae VaMs.102	fungal	ascomycota_odb10	73.0	73.0	0.0	12.0	15.0	1706	pass
GCA_046529785.1	914237	fungal	ascomycota_odb10	98.0	97.8	0.2	1.0	1.0	1706	pass
GCF_001642055.1	Alternaria alternata	fungal	ascomycota_odb10	98.5	98.4	0.1	0.4	1.1	1706	pass
GCA_001642055.1	Alternaria alternata	fungal	ascomycota_odb10	98.5	98.4	0.1	0.4	1.1	1706	pass
GCA_019702505.1	Alternaria panax	fungal	ascomycota_odb10	99.0	98.9	0.1	0.3	0.7	1706	pass
GCA_004154755.1	Alternaria alternata	fungal	ascomycota_odb10	99.1	98.6	0.5	0.4	0.5	1706	pass
GCA_004011695.2	Ascochyta rabiei	fungal	ascomycota_odb10	99.5	96.8	2.7	0.3	0.2	1706	pass
GCA_016097375.2	Ascochyta lentis	fungal	ascomycota_odb10	99.8	98.4	1.4	0.1	0.1	1706	pass
GCA_022607105.2	Ascochyta lentis	fungal	ascomycota_odb10	99.8	98.4	1.4	0.1	0.1	1706	pass
GCF_004011695.2	Ascochyta rabiei	fungal	ascomycota_odb10	99.5	96.8	2.7	0.3	0.2	1706	pass
GCA_001630375.1	Ascochyta rabiei	fungal	ascomycota_odb10	96.7	96.3	0.4	0.4	2.9	1706	pass
GCF_009017415.1	Aspergillus flavus	fungal	ascomycota_odb10	99.1	98.4	0.7	0.2	0.7	1706	pass
GCA_001990825.1	Aspergillus carbonarius	fungal	ascomycota_odb10	94.2	88.3	5.9	0.6	5.2	1706	pass
GCA_014784225.2	Aspergillus flavus	fungal	ascomycota_odb10	99.2	93.3	5.9	0.5	0.3	1706	pass
GCA_016097525.1	Alternaria alternata	fungal	ascomycota_odb10	60.3	60.1	0.2	22.0	17.7	1706	pass
GCF_014117465.1	Aspergillus flavus	fungal	ascomycota_odb10	98.2	97.6	0.6	0.4	1.4	1706	pass
GCA_009017415.1	Aspergillus flavus	fungal	ascomycota_odb10	99.1	98.4	0.7	0.2	0.7	1706	pass
GCA_014117465.1	Aspergillus flavus	fungal	ascomycota_odb10	98.2	97.6	0.6	0.4	1.4	1706	pass
GCA_014117485.1	Aspergillus flavus	fungal	ascomycota_odb10	98.7	98.1	0.6	0.2	1.1	1706	pass
GCA_003709025.1	Aspergillus flavus	fungal	ascomycota_odb10	99.6	98.8	0.8	0.2	0.2	1706	pass
GCA_002443195.2	Aspergillus flavus	fungal	ascomycota_odb10	99.4	98.9	0.5	0.3	0.3	1706	pass
GCA_027574695.1	Aspergillus flavus	fungal	ascomycota_odb10	99.4	98.8	0.6	0.4	0.2	1706	pass
GCA_002443215.2	Aspergillus flavus	fungal	ascomycota_odb10	99.4	98.7	0.7	0.4	0.2	1706	pass
GCA_055697485.1	Aspergillus niger	fungal	ascomycota_odb10	97.9	97.7	0.2	0.9	1.2	1706	pass
GCA_002456175.2	Aspergillus flavus	fungal	ascomycota_odb10	99.5	98.9	0.6	0.4	0.1	1706	pass
GCA_000006275.3	Aspergillus flavus	fungal	ascomycota_odb10	97.8	96.0	1.8	0.8	1.4	1706	pass
GCA_009176375.1	Aspergillus flavus	fungal	ascomycota_odb10	97.7	97.1	0.6	0.6	1.7	1706	pass
GCA_027923725.1	Aspergillus niger	fungal	ascomycota_odb10	99.2	98.8	0.4	0.3	0.5	1706	pass
GCA_001515345.1	Aspergillus niger	fungal	ascomycota_odb10	98.2	98.0	0.2	0.2	1.6	1706	pass
GCA_023134235.1	Aspergillus niger	fungal	ascomycota_odb10	98.7	98.4	0.3	0.6	0.7	1706	pass
GCA_023134265.1	Aspergillus niger	fungal	ascomycota_odb10	98.6	98.4	0.2	0.5	0.9	1706	pass
GCA_023134295.1	Aspergillus niger	fungal	ascomycota_odb10	98.6	98.3	0.3	0.6	0.8	1706	pass
GCA_023134415.1	Aspergillus niger	fungal	ascomycota_odb10	98.7	98.5	0.2	0.5	0.8	1706	pass
GCA_023137675.1	Aspergillus niger	fungal	ascomycota_odb10	98.4	98.2	0.2	0.6	1.0	1706	pass
GCA_023137705.1	Aspergillus niger	fungal	ascomycota_odb10	98.6	98.3	0.3	0.6	0.8	1706	pass
GCA_023137835.1	Aspergillus niger	fungal	ascomycota_odb10	98.1	97.9	0.2	0.5	1.4	1706	pass
GCA_023137735.1	Aspergillus niger	fungal	ascomycota_odb10	98.5	98.2	0.3	0.6	0.9	1706	pass
GCA_023137895.1	Aspergillus niger	fungal	ascomycota_odb10	97.3	97.0	0.3	0.5	2.2	1706	pass
GCA_023137925.1	Aspergillus niger	fungal	ascomycota_odb10	98.4	98.1	0.3	0.6	1.0	1706	pass
GCA_023137955.1	Aspergillus niger	fungal	ascomycota_odb10	98.6	98.4	0.2	0.6	0.8	1706	pass
GCA_023091265.1	Aspergillus niger	fungal	ascomycota_odb10	98.1	97.8	0.3	0.6	1.3	1706	pass
GCA_051529875.1	Aspergillus niger	fungal	ascomycota_odb10	98.6	92.8	5.8	0.6	0.8	1706	pass
GCF_003184595.1	Aspergillus niger	fungal	ascomycota_odb10	98.4	98.2	0.2	0.4	1.2	1706	pass
GCF_000002855.4	Aspergillus niger	fungal	ascomycota_odb10	95.6	95.4	0.2	1.5	2.9	1706	pass
GCA_027923745.1	Aspergillus niger	fungal	ascomycota_odb10	99.3	98.8	0.5	0.4	0.3	1706	pass
GCA_027923805.1	Aspergillus niger	fungal	ascomycota_odb10	98.8	98.4	0.4	0.6	0.6	1706	pass
GCA_027923785.1	Aspergillus niger	fungal	ascomycota_odb10	99.3	98.8	0.5	0.2	0.5	1706	pass
GCA_027923825.1	Aspergillus niger	fungal	ascomycota_odb10	99.4	99.2	0.2	0.3	0.3	1706	pass
GCA_027923865.1	Aspergillus niger	fungal	ascomycota_odb10	99.0	98.7	0.3	0.5	0.5	1706	pass
GCA_027923985.1	Aspergillus niger	fungal	ascomycota_odb10	99.2	98.9	0.3	0.3	0.5	1706	pass
GCA_027923945.1	Aspergillus niger	fungal	ascomycota_odb10	99.0	98.7	0.3	0.3	0.7	1706	pass
GCA_027924005.1	Aspergillus niger	fungal	ascomycota_odb10	99.3	98.9	0.4	0.4	0.3	1706	pass
GCA_023134355.1	Aspergillus niger	fungal	ascomycota_odb10	98.0	97.8	0.2	0.6	1.4	1706	pass
GCA_023134325.1	Aspergillus niger	fungal	ascomycota_odb10	98.3	98.1	0.2	0.6	1.1	1706	pass
GCA_023134385.1	Aspergillus niger	fungal	ascomycota_odb10	98.6	98.4	0.2	0.6	0.8	1706	pass
GCA_023134475.1	Aspergillus niger	fungal	ascomycota_odb10	98.7	98.4	0.3	0.5	0.8	1706	pass
GCA_023137865.1	Aspergillus niger	fungal	ascomycota_odb10	98.6	98.4	0.2	0.6	0.8	1706	pass
GCA_023137765.1	Aspergillus niger	fungal	ascomycota_odb10	98.7	98.5	0.2	0.6	0.7	1706	pass
GCA_023134515.1	Aspergillus niger	fungal	ascomycota_odb10	97.7	97.5	0.2	0.6	1.7	1706	pass
GCA_023137795.1	Aspergillus niger	fungal	ascomycota_odb10	98.5	98.3	0.2	0.6	0.9	1706	pass
GCA_023134445.1	Aspergillus niger	fungal	ascomycota_odb10	98.5	98.2	0.3	0.6	0.9	1706	pass
GCA_023137805.1	Aspergillus niger	fungal	ascomycota_odb10	98.6	98.4	0.2	0.5	0.9	1706	pass
GCA_023137965.1	Aspergillus niger	fungal	ascomycota_odb10	98.5	98.2	0.3	0.7	0.8	1706	pass
GCA_023091205.1	Aspergillus niger	fungal	ascomycota_odb10	97.6	97.4	0.2	0.6	1.8	1706	pass
GCA_003344705.1	Aspergillus niger	fungal	ascomycota_odb10	98.3	98.1	0.2	0.6	1.1	1706	pass
GCA_900248155.1	Aspergillus niger	fungal	ascomycota_odb10	99.7	99.4	0.3	0.2	0.1	1706	pass
GCF_000280675.1	Beauveria bassiana	fungal	ascomycota_odb10	99.2	99.1	0.1	0.3	0.5	1706	pass
GCA_003184595.1	Aspergillus niger	fungal	ascomycota_odb10	98.4	98.2	0.2	0.4	1.2	1706	pass
GCA_053540785.1	Beauveria bassiana	fungal	ascomycota_odb10	98.7	97.5	1.2	0.5	0.8	1706	pass
GCA_053540805.1	Beauveria bassiana	fungal	ascomycota_odb10	98.7	97.4	1.3	0.5	0.8	1706	pass
GCA_000002855.2	Aspergillus niger	fungal	ascomycota_odb10	95.6	95.4	0.2	1.5	2.9	1706	pass
GCA_000280675.1	Beauveria bassiana	fungal	ascomycota_odb10	99.2	99.1	0.1	0.3	0.5	1706	pass
GCA_053540765.1	Beauveria bassiana	fungal	ascomycota_odb10	98.7	97.5	1.2	0.4	0.9	1706	pass
GCF_000354255.1	Bipolaris maydis	fungal	ascomycota_odb10	99.1	98.9	0.2	0.3	0.6	1706	pass
GCA_028858655.1	Bipolaris maydis	fungal	ascomycota_odb10	96.9	95.8	1.1	0.8	2.3	1706	pass
GCF_028858645.1	Bipolaris maydis	fungal	ascomycota_odb10	96.8	96.6	0.2	1.0	2.2	1706	pass
GCA_028858645.1	Bipolaris maydis	fungal	ascomycota_odb10	96.8	96.6	0.2	1.0	2.2	1706	pass
GCA_028564845.1	Bipolaris maydis	fungal	ascomycota_odb10	96.8	92.3	4.5	0.8	2.4	1706	pass
GCA_000354255.1	Bipolaris maydis	fungal	ascomycota_odb10	99.1	98.9	0.2	0.3	0.6	1706	pass
GCA_000338975.1	Bipolaris maydis	fungal	ascomycota_odb10	98.8	96.5	2.3	0.5	0.7	1706	pass
GCF_000523455.1	Bipolaris oryzae	fungal	ascomycota_odb10	98.7	98.5	0.2	0.1	1.2	1706	pass
GCF_000338995.1	Bipolaris sorokiniana	fungal	ascomycota_odb10	99.1	99.0	0.1	0.2	0.7	1706	pass
GCA_000523455.1	Bipolaris oryzae	fungal	ascomycota_odb10	98.7	98.5	0.2	0.1	1.2	1706	pass
GCA_000338995.1	Bipolaris sorokiniana	fungal	ascomycota_odb10	99.1	99.0	0.1	0.2	0.7	1706	pass
GCF_000527765.1	Bipolaris victoriae	fungal	ascomycota_odb10	98.4	98.2	0.2	0.2	1.4	1706	pass
GCA_013416765.1	Bipolaris sorokiniana	fungal	ascomycota_odb10	84.0	83.9	0.1	1.8	14.2	1706	pass
GCF_000523435.1	Bipolaris zeicola	fungal	ascomycota_odb10	98.4	98.2	0.2	0.3	1.3	1706	pass
GCA_905067625.1	Blumeria graminis	fungal	ascomycota_odb10	96.6	95.7	0.9	1.3	2.1	1706	pass
GCA_000527765.1	Bipolaris victoriae	fungal	ascomycota_odb10	98.4	98.2	0.2	0.2	1.4	1706	pass
GCA_000523435.1	Bipolaris zeicola	fungal	ascomycota_odb10	98.4	98.2	0.2	0.3	1.3	1706	pass
GCA_000418435.1	Blumeria graminis	fungal	ascomycota_odb10	86.0	85.9	0.1	6.7	7.3	1706	pass
GCA_900519115.1	Blumeria graminis	fungal	ascomycota_odb10	85.2	85.1	0.1	4.7	10.1	1706	pass
GCA_052569665.1	Botrytis cinerea	fungal	ascomycota_odb10	97.7	97.5	0.2	1.0	1.3	1706	pass
GCA_021436945.2	Botryosphaeria dothidea	fungal	ascomycota_odb10	97.1	96.8	0.3	1.1	1.8	1706	pass
GCA_053455415.1	Botrytis cinerea	fungal	ascomycota_odb10	98.9	98.7	0.2	0.4	0.7	1706	pass
GCA_000349525.1	Botrytis cinerea	fungal	ascomycota_odb10	97.8	97.5	0.3	0.8	1.4	1706	pass
GCA_052570965.1	Botrytis cinerea	fungal	ascomycota_odb10	98.0	97.8	0.2	0.8	1.2	1706	pass
GCF_000143535.2	Botrytis cinerea	fungal	ascomycota_odb10	99.8	91.4	8.4	0.1	0.1	1706	pass
GCA_000227075.1	Botrytis cinerea	fungal	ascomycota_odb10	90.5	90.3	0.2	3.7	5.8	1706	pass
GCA_000143535.4	Botrytis cinerea	fungal	ascomycota_odb10	99.8	91.4	8.4	0.1	0.1	1706	pass
GCA_052569675.1	Botrytis cinerea	fungal	ascomycota_odb10	97.6	97.4	0.2	0.9	1.5	1706	pass
GCA_052570955.1	Botrytis cinerea	fungal	ascomycota_odb10	97.5	97.3	0.2	0.9	1.6	1706	pass
GCA_000389695.3	Ceratocystis fimbriata	fungal	ascomycota_odb10	97.7	97.6	0.1	0.4	1.9	1706	pass
GCA_052570975.1	Botrytis cinerea	fungal	ascomycota_odb10	98.3	98.1	0.2	0.6	1.1	1706	pass
GCA_052571015.1	Botrytis cinerea	fungal	ascomycota_odb10	97.2	97.0	0.2	1.0	1.8	1706	pass
GCA_052571025.1	Botrytis cinerea	fungal	ascomycota_odb10	98.2	98.0	0.2	0.7	1.1	1706	pass
GCA_004786205.1	Botrytis elliptica	fungal	ascomycota_odb10	99.4	99.2	0.2	0.2	0.4	1706	pass
GCF_033473495.1	Cercospora beticola	fungal	ascomycota_odb10	99.3	99.1	0.2	0.1	0.6	1706	pass
GCF_002742065.1	Cercospora beticola	fungal	ascomycota_odb10	99.0	97.1	1.9	0.2	0.8	1706	pass
GCA_033473495.1	Cercospora beticola	fungal	ascomycota_odb10	99.3	99.1	0.2	0.1	0.6	1706	pass
GCA_000347355.1	Claviceps purpurea	fungal	ascomycota_odb10	96.6	96.2	0.4	1.3	2.1	1706	pass
GCA_010093985.1	Cercospora zeae-maydis	fungal	ascomycota_odb10	98.2	98.1	0.1	0.7	1.1	1706	pass
GCA_002742065.1	Cercospora beticola	fungal	ascomycota_odb10	99.0	97.1	1.9	0.2	0.8	1706	pass
GCA_963585935.1	Cercospora beticola	fungal	ascomycota_odb10	98.2	94.2	4.0	0.4	1.4	1706	pass
GCA_037954465.1	Colletotrichum acutatum	fungal	ascomycota_odb10	99.2	99.1	0.1	0.2	0.6	1706	pass
GCA_013201875.1	Colletotrichum fructicola	fungal	ascomycota_odb10	97.7	97.3	0.4	0.5	1.8	1706	pass
